symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
GOOG,death_st,2,22.0,4224.4,354.21,355.53,318.01,341.91
HDB,death_st,0,9.3,121.8,25.3,25.41,28.87,23.18
FANG,golden_st,0,2.3,56.2,190.02,189.81,176.07,203.02
JD,golden_st,0,8.2,41.1,28.64,28.62,29.93,30.15
DHI,death_st,0,2.5,40.3,150.96,151.07,149.41,142.52
DECK,death_st,1,2.1,14.3,105.28,105.49,105.37,102.47
EQH,golden,0,3.5,13.2,46.83,44.86,44.75,48.75
WAL,golden,4,1.1,8.8,81.39,80.58,80.34,83.41
EPRT,golden,0,2.1,7.2,31.68,31.26,31.23,32.66
FENY,golden_st,0,1.7,,31.34,31.32,29.46,32.95
FTXN,golden_st,0,1.5,,35.61,35.5,33.4,37.5852
IYE,golden_st,0,1.4,,59.94,59.81,56.27,62.94
XLE,golden_st,0,33.0,,56.41,56.34,53.07,59.2
