symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
HOOD,death,0,32.3,68.2,,100.13,100.36,76.11
OKE,golden,0,4.7,54.7,,78.26,78.23,87.33
XYL,death,0,1.9,31.5,,137.09,137.1,128.67
KIM,golden,0,5.8,15.2,,21.31,21.29,23.17
BMRN,golden,0,2.2,12.2,,57.95,57.89,64.08
RRC,golden,0,3.3,9.3,,36.44,36.41,39.71
EPRT,golden,0,1.9,6.8,,30.97,30.95,32.74
FCN,death,0,0.3,5.0,,171.01,171.16,161.62
EPI,golden,0,0.9,,,45.61,45.61,46.21
ICLO,golden,0,0.2,,,25.59,25.59,25.655
OXY.WS,golden,0,0.1,,,22.59,22.41,29.795
DAPP,death,0,0.5,,,17.81,17.85,15.39
