symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
AZN,death,3,2.5,262.5,173.98,179.24,180.27,169.64
TMO,golden,0,2.3,211.2,529.06,509.18,508.32,559.53
RELX,golden_st,0,2.8,60.1,33.22,33.21,36.89,35.65
NDAQ,golden,0,4.9,51.5,89.15,88.01,87.93,93.94
KHC,golden,0,13.2,30.4,25.2,24.42,24.41,26.22
PHG,death_st,0,1.1,25.4,26.62,26.7,26.68,25.02
DOW,death,0,12.2,21.6,30.07,31.68,31.7,28.75
TKO,death,0,1.5,13.5,187.63,192.16,192.27,182.86
DECK,death,2,2.4,13.3,103.15,104.49,105.04,97.73
BJ,golden_st,1,2.0,11.9,90.85,90.6,94.22,94.72
ORI,golden,2,1.6,10.3,41.41,40.63,40.48,43.07
NOV,golden_st,0,4.2,7.5,19.62,19.59,18.18,20.47
TAL,golden_st,0,3.5,5.7,10.16,10.15,10.76,10.56
GPIQ,death_st,0,1.4,,56.81,56.86,54.1,55.03
JEPQ,death_st,2,6.5,,59.3,59.48,58.23,57.74
VONG,death_st,1,1.3,,124.28,124.61,120.17,120.57
XOVR,death_st,0,5.2,,19.7,19.71,19.15,18.7
