symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
GOOGL,death_st,0,38.3,3708.0,313.54,313.85,265.85,303.58
GOOG,death_st,0,24.0,3706.0,313.73,314.23,266.61,303.56
BRK.B,death_st,0,5.1,1035.9,494.3,494.85,492.94,481.36
IBM,death,0,6.8,223.7,259.36,276.75,277.03,245.28
ABNB,golden_st,0,5.3,79.9,128.73,128.5,128.41,133.04
TEL,death_st,0,2.6,62.2,227.63,228.64,211.03,204.31
MFC,death_st,0,2.9,58.6,36.25,36.31,33.91,34.32
VST,death_st,0,5.6,56.2,166.61,166.64,171.22,161.7
PSA,golden,0,1.2,54.6,297.66,288.74,288.25,306.14
EW,golden_st,0,4.8,50.6,82.4,82.35,79.94,85.28
CRWV,death_st,0,27.6,40.7,89.5,90.31,92.8,73.78
HBAN,death_st,0,41.3,34.4,17.51,17.54,16.88,16.75
ROL,death_st,0,3.4,29.3,61.12,61.16,58.43,60.17
TLK,death_st,0,0.6,20.6,21.11,21.12,19.79,20.7
INCY,death_st,0,1.9,19.9,101.23,101.25,90.67,98.07
LI,death_st,0,3.4,17.8,17.89,17.91,21.0,17.06
ESS,death_st,0,0.6,16.5,255.87,255.88,264.41,255.5
GPC,death,0,1.5,16.3,126.64,130.14,130.23,116.42
KTOS,death_st,0,4.7,15.5,94.0,94.08,75.92,88.95
GLPI,golden,0,2.5,14.1,47.4,46.22,46.18,49.59
CELH,death_st,0,5.2,12.7,49.17,49.21,47.36,47.11
IVZ,death_st,0,6.2,11.6,26.53,26.57,23.34,25.33
RMBS,death_st,0,3.0,10.7,101.07,101.76,88.6,87.59
THG,golden_st,0,0.4,6.4,176.16,176.16,173.76,179.22
EAT,death_st,0,1.4,6.2,151.94,152.3,146.19,140.96
GRFS,death_st,0,0.6,6.2,9.18,9.18,9.07,8.64
KMX,death_st,0,3.3,5.9,43.55,43.58,50.6,41.84
RLI,golden_st,0,0.9,5.8,61.34,61.33,65.48,63.29
TFX,golden_st,0,1.1,5.4,113.2,112.74,124.85,122.19
ATAT,death_st,0,1.2,5.4,38.75,38.81,36.64,36.46
WEX,golden_st,0,0.5,5.4,155.38,154.91,156.83,163.68
CORZ,death_st,0,12.0,5.1,17.28,17.28,15.89,15.3
INGM,golden_st,0,0.6,5.0,21.44,21.41,21.18,24.41
AMDD,golden_st,0,11.6,,9.21,9.2,12.86,9.8597
SPDN,golden_st,0,34.6,,9.44,9.44,9.85,9.56
TSLQ,golden_st,0,13.7,,20.81,20.71,50.62,22.71
ARGT,death_st,0,0.2,,92.46,92.56,87.14,86.28
BSCR,death_st,0,0.9,,19.74,19.74,19.7,19.71
BUYW,death_st,0,0.4,,14.29,14.29,14.18,14.25
CLOA,death_st,0,0.5,,51.84,51.85,51.83,51.6838
CORZW,death_st,0,0.3,,10.92,10.94,9.77,9.16
DSI,death_st,0,0.1,,129.18,129.25,123.96,127.29
FBT,death_st,0,0.4,,209.13,209.42,193.53,201.16
FTSM,death_st,0,1.0,,60.01,60.01,59.99,59.91
GPIX,death_st,0,0.8,,52.64,52.68,51.53,51.95
GSLC,death_st,0,0.4,,132.45,132.48,127.94,131.23
GSY,death_st,0,0.8,,50.28,50.28,50.24,50.24
HYLB,death_st,0,1.4,,36.9,36.92,36.78,36.63
IBDR,death_st,0,0.9,,24.24,24.24,24.22,24.19
IBTG,death_st,0,0.5,,22.9,22.9,22.89,22.85
KBA,death_st,0,0.2,,30.71,30.72,28.86,29.99
MSTZ,death_st,0,17.7,,13.88,13.96,15.88,12.23
MTUM,death_st,0,0.8,,253.11,253.28,244.78,247.01
PHYL,death_st,0,0.2,,35.55,35.56,35.43,35.265
PPIE,death_st,0,0.2,,28.07,28.09,27.33,26.647
PTLC,death_st,0,0.2,,55.97,55.97,54.56,55.4
QQQE,death_st,0,0.3,,103.22,103.23,100.29,102.41
QYLD,death_st,0,10.2,,17.62,17.63,17.39,17.5
RECS,death_st,0,0.8,,40.99,41.0,39.38,40.66
SSO,death_st,0,4.8,,58.27,58.29,54.68,57.0
WNTR,death_st,0,0.3,,36.45,36.46,37.09,35.25
WTPI,death_st,0,0.2,,33.42,33.43,32.63,33.107
XT,death_st,0,0.1,,72.08,72.12,69.6,70.5
YEAR,death_st,0,0.2,,50.55,50.56,50.57,50.46
CLIP,death_st,0,0.3,,100.24,100.24,100.25,100.08
FTGS,death_st,0,0.2,,35.71,35.71,34.86,35.66
BCHT,death,0,0.1,,2.94,3.35,3.36,2.24
BKCH,death,0,0.1,,65.36,69.72,69.94,60.4
SBAR,death,0,0.2,,25.82,25.98,25.98,25.52
XBIL,death,0,0.1,,50.1,50.11,50.11,50.045
CLOI,death,0,0.3,,52.87,52.89,52.9,52.66
