symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
SBUX,death_st,0,6.2,113.1,104.17,104.36,99.06,98.74
ENB,death,0,6.0,105.3,50.4,51.95,52.07,47.76
RCL,death,0,1.7,69.3,277.73,287.53,287.73,260.14
XEL,death,4,5.1,47.1,76.8,77.83,78.09,75.5
HLN,death_st,1,9.7,40.5,9.7,9.73,9.75,9.19
NLY,death_st,0,6.7,16.6,22.74,22.75,22.28,21.9
CG,death_st,0,3.9,15.3,46.65,46.83,49.06,42.34
DOC,death_st,1,4.8,14.0,20.89,20.94,19.42,20.3
BF.B,death_st,1,2.1,12.2,27.14,27.21,27.48,26.22
UDR,death,0,3.2,11.3,36.79,37.59,37.64,35.12
GMED,death_st,3,1.3,9.9,79.57,80.79,81.03,74.19
REXR,golden,0,2.3,8.3,37.1,36.67,36.65,38.04
CPB,death_st,0,7.3,6.2,22.49,22.52,24.27,21.0
