event_date,ticker,cross_type,probability,look_threshold_pct,look_margin_pct,recommendation,rank
2026-04-02,KNX,golden_st,99.14,75.0,24.14,LOOK,1
2026-04-02,AIRR,golden_st,88.1,75.0,13.1,LOOK,2
2026-04-02,RCL,death,82.86,70.0,12.86,LOOK,3
2026-04-02,ELAN,death_st,80.01,75.0,5.01,LOOK,4
2026-04-02,HDEF,golden_st,73.38,75.0,-1.62,SKIP,5
2026-04-02,JBHT,golden_st,72.82,75.0,-2.18,SKIP,6
2026-04-02,VIK,golden_st,72.25,75.0,-2.75,SKIP,7
2026-04-02,XLB,golden_st,72.09,75.0,-2.91,SKIP,8
2026-04-02,TLN,death,72.04,70.0,2.04,LOOK,9
2026-04-02,GBIL,death_st,70.86,75.0,-4.14,SKIP,10
2026-04-02,FCN,golden,70.43,70.0,0.43,LOOK,11
2026-04-02,UAL,death,69.69,70.0,-0.31,SKIP,12
2026-04-02,CYTK,golden_st,68.81,75.0,-6.19,SKIP,13
2026-04-02,ALKS,golden_st,68.09,75.0,-6.91,SKIP,14
2026-04-02,EGP,golden_st,64.15,75.0,-10.85,SKIP,15
2026-04-02,LOW,death,61.23,70.0,-8.77,SKIP,16
2026-04-02,FAF,death,57.83,70.0,-12.17,SKIP,17
2026-04-02,GWW,golden_st,54.7,75.0,-20.3,SKIP,18
2026-04-02,SIRI,golden,52.34,70.0,-17.66,SKIP,19
2026-04-02,MAGS,death,42.41,70.0,-27.59,SKIP,20
2026-04-02,USFR,death_st,38.56,75.0,-36.44,SKIP,21
2026-04-02,NNN,death_st,35.74,75.0,-39.26,SKIP,22
2026-04-02,IVES,death,27.57,70.0,-42.43,SKIP,23
2026-04-02,DES,golden_st,26.7,75.0,-48.3,SKIP,24
2026-04-02,ENPH,death_st,26.43,75.0,-48.57,SKIP,25
2026-04-02,FLG,golden_st,23.72,75.0,-51.28,SKIP,26
2026-04-02,SCHY,golden_st,20.05,75.0,-54.95,SKIP,27
2026-04-02,TD,golden_st,18.41,75.0,-56.59,SKIP,28
2026-04-02,HII,death_st,18.17,75.0,-56.83,SKIP,29
2026-04-02,MCK,death_st,17.43,75.0,-57.57,SKIP,30
2026-04-02,WF,death_st,16.35,75.0,-58.65,SKIP,31
2026-04-02,IBND,death,13.76,70.0,-56.24,SKIP,32
2026-04-02,SPGP,death,13.74,70.0,-56.26,SKIP,33
2026-04-02,BK,golden_st,10.04,75.0,-64.96,SKIP,34
2026-04-02,AIA,death_st,9.23,75.0,-65.77,SKIP,35
2026-04-02,HAS,death_st,8.59,75.0,-66.41,SKIP,36
2026-04-02,MDGL,golden_st,5.8,75.0,-69.2,SKIP,37
2026-04-02,WIX,death_st,4.12,75.0,-70.88,SKIP,38
2026-04-02,IBDW,death,2.89,70.0,-67.11,SKIP,39
2026-04-02,SCI,golden_st,1.82,75.0,-73.18,SKIP,40
2026-04-02,IBDV,death,1.27,70.0,-68.73,SKIP,41
2026-04-02,BSCV,death,0.97,70.0,-69.03,SKIP,42
2026-04-02,BSCU,death,0.81,70.0,-69.19,SKIP,43
2026-04-02,IBDS,death,0.64,70.0,-69.36,SKIP,44
2026-04-02,BSCR,death,0.63,70.0,-69.37,SKIP,45
2026-04-02,BILS,death,0.5,70.0,-69.5,SKIP,46
