event_date,ticker,cross_type,probability,look_threshold_pct,look_margin_pct,recommendation,rank
2026-01-13,SWK,golden,32.95,70.0,-37.05,SKIP,1
2026-01-13,HQY,death,30.25,70.0,-39.75,SKIP,2
2026-01-13,SITE,golden,26.76,70.0,-43.24,SKIP,3
2026-01-13,XP,death,23.57,70.0,-46.43,SKIP,4
2026-01-13,ADSK,death,21.55,70.0,-48.45,SKIP,5
2026-01-13,FAF,death,20.48,70.0,-49.52,SKIP,6
2026-01-13,MSFL,death,19.08,70.0,-50.92,SKIP,7
2026-01-13,WCLD,death,16.93,70.0,-53.07,SKIP,8
2026-01-13,AXTA,golden,15.61,70.0,-54.39,SKIP,9
2026-01-13,SCHP,death,15.1,70.0,-54.9,SKIP,10
2026-01-13,UDN,death,12.61,70.0,-57.39,SKIP,11
2026-01-13,PM,golden,11.71,70.0,-58.29,SKIP,12
2026-01-13,ICSH,golden,5.31,70.0,-64.69,SKIP,13
