symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
MS,death_st,0,4.2,324.0,212.29,212.68,193.89,202.42
BTI,death,5,4.9,121.7,56.3,57.64,57.91,56.09
PNC,death_st,1,1.4,96.1,243.11,243.86,227.16,231.49
WMB,death_st,0,7.0,87.6,73.13,73.2,70.6,70.9
MMM,death_st,0,2.7,84.9,169.5,169.8,161.79,162.65
CNI,death_st,0,1.3,73.7,123.45,123.66,114.54,119.49
NSC,death_st,0,1.2,71.9,330.32,330.99,311.39,317.0
PCAR,death_st,4,2.5,64.5,124.5,125.42,118.9,118.22
TFC,death_st,5,6.1,61.6,50.55,50.81,49.21,48.44
VALE,death_st,0,28.5,61.6,14.89,14.91,14.6,14.13
BKR,death_st,0,6.8,56.3,60.88,61.08,58.0,56.32
AME,death_st,4,1.3,53.8,238.22,239.19,226.17,232.19
VTR,death_st,1,3.0,45.4,90.72,90.96,85.41,88.21
CBRE,death,0,1.5,40.6,143.94,143.97,144.08,138.56
TTWO,death,0,2.6,39.6,222.67,229.16,229.34,211.81
SYY,death_st,0,3.3,38.2,81.78,81.87,79.79,78.71
CFG,death_st,0,3.1,29.6,70.14,70.16,64.26,66.84
RF,death_st,2,7.3,25.3,30.13,30.27,28.57,28.47
DLTR,death_st,0,2.5,21.2,123.67,123.86,115.64,112.4
USFD,death_st,0,2.2,19.9,100.78,101.01,92.41,92.51
AMCR,death_st,0,3.6,19.6,44.53,44.57,43.25,41.97
MKC,death_st,0,2.5,13.4,52.31,52.35,56.03,50.06
AM,death_st,0,2.3,10.1,22.12,22.14,21.2,21.16
ZION,death_st,0,1.3,9.9,68.37,68.44,63.47,65.47
CNX,death,0,1.4,5.2,35.99,35.61,35.63,33.71
EWW,death_st,3,1.2,,75.66,76.0,74.22,72.89
FXI,death_st,1,16.2,,34.97,35.06,36.04,33.92
VTWO,death_st,2,1.1,,118.32,118.71,111.37,115.07
