symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
DHR,golden,4,5.5,151.4,207.51,200.02,197.85,215.68
TJX,death,0,6.1,151.2,147.45,152.06,152.09,134.22
BX,golden,4,4.6,107.5,139.91,133.37,132.07,143.64
SO,death,0,5.5,103.3,91.8,93.11,93.22,89.05
DUK,death,0,4.4,95.0,123.26,124.49,124.58,120.84
BAM,golden,5,2.4,83.1,51.76,50.11,49.72,52.07
VIK,death_st,0,3.0,40.4,96.78,97.08,83.47,89.81
WRB,death_st,2,1.8,25.5,70.13,70.32,69.76,68.34
PHYS,golden,0,4.1,16.5,33.53,32.79,32.78,35.0
PFGC,death_st,0,1.7,16.1,107.06,107.12,99.41,102.12
TXT,death,0,1.7,14.3,86.08,88.18,88.19,82.35
TKO,death_st,0,1.1,13.7,191.26,191.57,192.21,184.34
HRL,death_st,0,4.2,13.0,24.13,24.27,24.18,21.28
FHN,death_st,1,5.1,11.6,25.16,25.21,24.06,24.42
XP,golden_st,0,4.2,9.0,16.71,16.69,17.44,17.68
PRMB,death_st,0,3.8,8.3,23.46,23.49,22.71,22.44
SARO,death,2,3.4,8.3,26.77,27.35,27.57,25.08
VIPS,death_st,0,2.3,6.7,14.4,14.43,15.26,13.47
RYN,death_st,1,2.8,6.2,21.31,21.36,21.69,20.63
MRP,golden,0,1.0,5.1,29.94,29.42,29.4,30.5
ARKB,golden_st,4,1.8,,23.32,22.54,25.15,26.51
BITB,golden_st,4,1.3,,38.16,36.89,41.16,43.39
BITO,golden_st,4,145.2,,9.5,9.21,11.13,10.78
BTC,golden_st,4,1.7,,31.1,30.05,33.53,35.34
FBTC,golden_st,4,3.8,,61.19,59.15,66.0,69.56
GBTC,golden_st,4,1.9,,54.43,52.65,59.01,61.86
HODL,golden_st,4,1.2,,19.88,19.22,21.43,22.59
IBIT,golden_st,4,47.8,,39.84,38.5,42.96,45.29
AAAU,golden,0,1.2,,43.6,42.71,42.64,45.43
GLD,golden,0,9.3,,405.64,397.4,397.06,422.6
GLDM,golden,0,4.5,,87.49,85.7,85.56,91.17
IAU,golden,0,5.5,,83.15,81.45,81.35,86.62
IAUM,golden,0,2.5,,44.08,43.17,43.09,45.93
SGOL,golden,0,2.1,,42.1,41.24,41.18,43.87
