symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
SYY,death,0,5.6,35.8,76.18,78.77,78.82,False,True,75.53,False,False,,success
SYF,golden,0,3.8,26.1,73.21,72.02,72.0,True,False,78.69,False,False,,success
FOX,golden,0,1.8,24.5,55.81,55.62,55.58,True,False,58.57,False,False,,success
FUTU,golden,0,1.5,22.8,154.59,152.77,152.68,True,False,160.8,False,False,,success
SSB,golden,0,0.9,9.7,96.59,96.35,96.35,True,False,97.55,False,False,,success
BAFE,golden,0,0.1,,26.73,26.51,26.5,True,False,27.8484,False,False,,success
BITQ,golden,0,0.2,,22.15,21.35,21.28,True,False,24.89,False,False,,success
EBND,golden,0,0.5,,21.13,21.16,21.15,True,False,21.26,False,False,,success
HYD,golden,0,1.0,,50.86,50.84,50.84,True,False,51.18,False,False,,success
NVDU,golden,0,0.4,,114.69,111.6,111.4,True,False,128.82,False,False,,success
PTLC,golden,0,0.1,,54.19,54.45,54.43,True,False,55.375,False,False,,success
TCHP,golden,0,0.3,,47.38,46.96,46.96,True,False,50.17,False,False,,success
TECL,golden,0,1.7,,114.69,109.06,108.38,True,False,143.38,False,False,,success
DUSB,death,0,0.3,,50.76,50.76,50.76,False,True,50.695,False,False,,success
