symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
SYY,death,5.6,35.8,76.18,78.77,78.82,75.53
SYF,golden,3.8,26.1,73.21,72.02,72.0,78.69
FOX,golden,1.8,24.5,55.81,55.62,55.58,58.57
FUTU,golden,1.5,22.8,154.59,152.77,152.68,160.8
SSB,golden,0.9,9.7,96.59,96.35,96.35,97.55
BAFE,golden,0.1,,26.73,26.51,26.5,27.8484
BITQ,golden,0.2,,22.15,21.35,21.28,24.89
EBND,golden,0.5,,21.13,21.16,21.15,21.26
HYD,golden,1.0,,50.86,50.84,50.84,51.18
NVDU,golden,0.4,,114.69,111.6,111.4,128.82
PTLC,golden,0.1,,54.19,54.45,54.43,55.375
TCHP,golden,0.3,,47.38,46.96,46.96,50.17
TECL,golden,1.7,,114.69,109.06,108.38,143.38
DUSB,death,0.3,,50.76,50.76,50.76,50.695
