symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
ANET,death_st,7.8,170.7,134.42,134.56,128.26,130.8
MDT,death,8.6,111.9,90.65,94.23,94.35,86.58
CMCSA,death_st,34.4,104.4,30.11,30.13,31.31,29.22
AMT,death_st,3.2,82.3,182.02,182.17,188.74,170.36
SPG,death_st,1.7,59.0,190.47,191.14,183.01,178.27
WPM,death_st,2.4,54.4,136.81,137.4,115.3,120.59
PSA,death_st,1.4,47.6,288.22,288.74,288.74,267.94
MT,death_st,2.1,39.3,54.83,54.87,44.6,52.36
VMC,death,1.5,34.4,276.26,288.19,288.32,266.7
FOXA,death,4.5,24.4,58.48,61.37,61.38,58.76
FOX,death,2.0,22.0,53.0,55.53,55.6,52.52
MDB,death,2.3,22.0,283.11,317.56,317.7,253.76
FSLR,death,2.4,20.4,202.06,216.46,216.98,192.85
CPAY,death,0.8,20.0,310.87,316.87,317.41,293.83
JBHT,death_st,1.0,19.2,209.8,209.85,184.73,205.14
MGA,death_st,2.4,15.0,56.84,56.85,50.45,54.78
EVR,death,0.7,11.1,291.26,311.88,312.39,278.43
ABVX,death_st,1.0,9.1,118.29,118.5,91.9,110.17
CUBE,death_st,2.7,8.4,38.59,38.61,39.45,36.27
CEF,death_st,0.9,8.4,49.87,50.15,42.12,44.3
IDCC,death_st,0.5,8.0,347.7,348.29,315.16,305.66
LINE,death_st,1.3,8.0,37.52,37.55,40.66,35.35
TRNO,death_st,0.7,6.3,62.81,62.9,61.02,61.0
URBN,death,1.9,5.5,65.01,67.64,67.75,61.69
PACS,death_st,0.9,5.4,35.37,35.39,26.15,33.71
ARMG,golden_st,0.7,,7.08,7.07,9.45,8.06
MINT,golden_st,1.5,,100.52,100.52,100.49,100.56
NVDQ,golden_st,3.0,,16.78,16.76,23.83,17.67
TBIL,golden_st,2.6,,49.93,49.93,49.93,49.97
USDX,golden_st,0.1,,25.64,25.64,25.73,25.72
AVDV,death_st,0.8,,101.3,101.4,91.86,97.47
AVEM,death_st,2.3,,82.61,82.64,76.57,80.28
DFAE,death_st,1.3,,34.73,34.76,32.29,33.65
DFAX,death_st,1.0,,34.55,34.61,32.21,33.47
DFGR,death_st,0.4,,27.51,27.55,27.18,26.36
DGS,death_st,0.1,,60.9,60.93,57.82,59.345
DRN,death_st,0.8,,9.46,9.51,9.51,8.3
EMGF,death_st,0.2,,61.96,62.04,57.77,60.11
EWU,death_st,2.7,,45.86,45.9,43.15,44.4
FLSP,death_st,0.2,,27.11,27.12,26.31,26.7812
FREL,death_st,0.3,,27.9,27.95,27.66,26.69
FVD,death_st,0.9,,47.97,48.02,46.7,46.89
GLTR,death_st,0.1,,228.69,229.72,192.46,204.71
IJK,death_st,0.2,,102.26,102.28,97.99,101.55
IYR,death_st,9.3,,97.34,97.5,96.44,93.49
MGV,death_st,0.3,,147.62,147.64,140.81,145.56
PICK,death_st,0.7,,56.98,57.14,49.66,54.06
PLTD,death_st,64.7,,7.46,7.47,8.81,7.14
REET,death_st,2.2,,26.01,26.05,25.51,25.05
SCHP,death_st,4.2,,26.73,26.73,26.69,26.47
SCHV,death_st,5.1,,31.04,31.04,29.62,30.65
SCJ,death_st,0.1,,98.51,98.62,92.39,96.16
SEEM,death_st,0.1,,33.64,33.65,30.96,32.7
SPHD,death_st,1.1,,50.27,50.34,49.34,48.95
SPIP,death_st,0.3,,26.15,26.16,26.11,25.89
UGL,death_st,4.6,,67.85,68.2,54.48,54.57
VNQ,death_st,4.3,,92.08,92.14,91.15,87.91
VTV,death_st,5.2,,199.46,199.51,190.38,196.96
VYMI,death_st,1.7,,94.88,94.9,88.17,92.11
XBI,death_st,9.4,,123.52,123.71,111.85,119.54
XLB,death_st,18.5,,49.65,49.68,46.95,48.45
XLRE,death_st,10.1,,42.14,42.14,41.78,40.29
AVUV,golden_st,1.2,,109.16,109.15,103.04,109.92
NFLU,death_st,0.4,,29.84,29.9,39.42,28.5
SGOV,golden,16.9,,100.53,100.51,100.51,100.61
CGCP,death,1.8,,22.53,22.63,22.63,22.31
FLXR,death,0.4,,39.36,39.5,39.5,39.12
GOVI,death,0.8,,27.52,27.64,27.64,27.05
IGEB,death,0.3,,45.3,45.55,45.56,44.855
IYC,death,0.3,,99.39,101.18,101.22,96.75
JPST,death,6.3,,50.58,50.63,50.63,50.55
LQD,death,49.3,,109.5,110.15,110.16,108.34
QLTA,death,0.3,,47.77,48.02,48.03,47.33
RYLD,death,1.0,,15.22,15.39,15.39,14.85
SPTS,death,1.2,,29.2,29.24,29.24,29.09
TCHP,death,0.2,,45.88,46.99,47.01,44.35
TLH,death,1.7,,101.65,102.17,102.21,99.82
VGSH,death,4.1,,58.59,58.68,58.68,58.37
XHB,death,2.4,,104.51,108.02,108.1,99.69
TBLL,death,0.4,,105.64,105.66,105.66,105.48
