symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
XOM,golden_st,0,17.0,650.3,146.86,146.41,139.28,156.94
BN,death,0,3.6,101.0,43.05,43.7,43.72,41.67
EMR,golden_st,0,2.7,81.2,140.65,140.59,137.93,147.94
NTES,death,0,1.0,76.9,126.44,124.28,124.28,119.55
GM,golden_st,0,8.0,73.0,78.75,78.65,74.4,82.64
STLD,golden_st,1,1.3,34.7,237.93,237.35,202.26,247.11
GMAB,golden,0,1.9,17.9,28.2,27.49,27.48,28.87
TXT,golden_st,0,1.6,16.2,91.37,91.16,88.87,95.53
SSNC,golden_st,0,2.0,16.1,67.82,67.68,73.47,73.88
HRL,golden,2,4.0,13.8,24.92,24.14,24.07,25.31
BMRN,golden,5,1.8,11.4,58.57,57.32,57.04,59.33
ORI,golden,2,1.6,10.1,41.24,40.53,40.43,42.29
LNC,golden,4,1.8,7.8,39.92,38.3,37.8,41.36
EPRT,golden,3,2.0,6.9,31.78,31.34,31.23,32.34
POOL,death_st,0,1.1,6.7,199.92,200.65,228.51,183.77
WH,death,4,1.5,5.5,78.27,80.02,80.78,73.53
CWEN,death,0,1.5,5.2,34.19,35.79,35.83,32.09
ADT,golden_st,0,8.4,5.0,6.82,6.82,7.3,7.04
AMZD,golden_st,0,15.5,,9.27,9.27,9.9,9.71
BCI,golden_st,0,2.1,,23.67,23.65,23.0,24.49
IXC,golden_st,0,1.2,,52.89,52.79,49.75,55.5
AIQ,death_st,0,2.7,,61.3,61.32,54.88,57.98
ARKK,death_st,0,6.3,,77.29,77.46,75.29,71.89
CQQQ,death_st,0,1.3,,52.72,52.83,51.92,49.88
EEM,death_st,2,26.7,,65.49,65.69,60.53,63.33
EMXC,death_st,0,2.8,,95.74,95.82,84.95,91.89
IWF,death_st,0,5.7,,121.09,121.21,116.69,117.65
MAGS,death_st,0,5.2,,65.91,65.96,63.77,63.15
