symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
WFC,death_st,0,13.1,248.5,86.0,86.11,84.29,82.97
BHP,death_st,0,2.6,216.3,87.76,87.9,79.12,84.97
JCI,golden_st,0,3.1,88.1,144.32,144.18,136.16,150.2
DASH,death_st,0,4.1,81.3,201.15,201.42,195.04,193.36
EPD,death_st,0,2.8,80.5,38.28,38.28,36.76,36.75
PAYX,death_st,0,2.9,36.2,114.46,115.06,111.22,101.37
FTI,death_st,0,2.9,27.8,73.73,73.79,65.71,70.99
ES,death,0,2.2,24.0,67.97,69.78,69.91,63.67
BEKE,death_st,4,5.1,18.4,16.75,16.82,16.98,16.33
RCI,death,1,1.1,17.4,34.87,35.28,35.47,31.91
ZBH,death_st,0,1.8,17.1,94.86,94.95,92.92,91.04
TRU,death,1,2.2,12.9,75.34,77.01,77.28,69.17
ALLY,death,0,3.3,11.8,40.89,42.21,42.29,38.79
AGNC,death,2,28.1,11.4,10.17,10.45,10.52,9.62
AR,death_st,0,3.8,11.1,36.63,36.69,36.41,35.0
RRC,death_st,0,2.5,9.1,39.85,39.87,39.44,38.61
TPG,death_st,0,2.7,7.3,47.57,47.68,48.07,44.39
FLG,death,1,4.3,5.1,12.93,13.44,13.5,12.37
FAZ,golden_st,0,1.2,,34.27,34.21,39.08,36.54
QLD,golden_st,5,3.6,,92.1,90.61,82.3,96.95
