symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
COST,death,5,2.6,417.3,942.89,962.4,968.08,935.8
VZ,death,3,31.8,182.0,43.75,45.06,45.23,43.5
EPD,golden_st,1,2.8,82.6,37.55,37.48,35.76,38.78
DOV,death_st,4,1.1,28.8,215.91,216.65,207.41,209.63
OMC,golden,2,4.5,23.3,79.19,77.35,76.85,82.37
DRI,death_st,1,1.5,22.7,201.69,202.16,199.92,194.82
NI,death_st,3,4.6,22.0,46.73,46.89,45.24,45.37
AS,golden_st,0,3.7,21.2,35.03,34.97,34.98,36.34
EFX,golden_st,0,1.8,21.1,169.24,169.17,192.52,180.08
DKS,death_st,0,1.2,19.5,220.68,220.99,214.86,214.32
WPC,golden_st,0,1.7,16.9,73.04,72.98,70.54,75.17
CRBG,golden,0,4.9,14.4,30.15,28.9,28.88,31.24
BMRN,golden,0,1.8,11.5,58.39,57.04,57.02,59.11
LNC,golden,0,1.8,8.1,39.23,37.76,37.68,41.61
WH,death,2,1.5,5.7,80.01,80.97,81.27,76.57
HGER,golden_st,0,1.8,,30.85,30.8,28.99,31.9
AVEM,death_st,0,1.8,,92.88,92.88,85.17,89.29
DFAE,death_st,0,1.2,,38.88,38.9,35.79,37.36
DFEM,death_st,0,1.1,,39.34,39.41,36.37,37.73
IEMG,death_st,0,13.8,,80.09,80.14,73.92,77.21
