symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
XAR,death_st,0,0.3,,268.17,268.94,241.76,False,False,250.57,False,True,0.0,success
BAC,death,0,44.5,344.7,48.54,50.34,50.34,False,True,46.97,False,False,,success
HEI,death,0,0.8,38.0,293.88,309.81,310.65,False,True,273.39,False,False,,success
CCL,death,0,27.5,35.0,26.21,27.87,27.97,False,True,24.19,False,False,,success
ROL,death,0,3.4,25.5,55.53,57.87,57.92,False,True,52.46,False,False,,success
AVY,death,0,0.6,13.0,173.48,179.19,179.37,False,True,167.78,False,False,,success
BMRN,death,0,2.2,10.7,57.02,57.8,57.9,False,True,54.14,False,False,,success
BILS,golden,0,0.5,,99.32,99.31,99.31,True,False,99.4,False,False,,success
AAPX,death,0,0.1,,26.01,27.2,27.28,False,True,24.53,False,False,,success
BYLD,death,0,0.2,,22.58,22.71,22.72,False,True,22.3107,False,False,,success
CGSD,death,0,0.5,,25.91,25.97,25.97,False,True,25.79,False,False,,success
FLGV,death,0,0.2,,20.47,20.54,20.54,False,True,20.305,False,False,,success
FLHY,death,0,0.3,,24.17,24.3,24.31,False,True,23.86,False,False,,success
FTCB,death,0,0.6,,21.06,21.17,21.17,False,True,20.75,False,False,,success
FTQI,death,0,0.3,,20.21,20.43,20.45,False,True,19.5,False,False,,success
GSY,death,0,0.9,,50.19,50.23,50.23,False,True,50.09,False,False,,success
HTRB,death,0,0.4,,33.96,34.14,34.14,False,True,33.61,False,False,,success
HYD,death,0,0.8,,50.5,50.8,50.82,False,True,49.78,False,False,,success
IAI,death,0,0.1,,165.68,170.56,170.68,False,True,158.28,False,False,,success
IBD,death,0,0.1,,23.94,24.05,24.05,False,True,23.68,False,False,,success
IBDT,death,0,0.7,,25.32,25.39,25.39,False,True,25.24,False,False,,success
IGOV,death,0,0.3,,41.42,41.81,41.82,False,True,40.54,False,False,,success
JPIE,death,0,1.3,,46.1,46.23,46.23,False,True,45.85,False,False,,success
PLDR,death,0,0.5,,34.57,35.43,35.5,False,True,33.0031,False,False,,success
SCHG,death,0,21.4,,29.93,30.69,30.76,False,True,28.19,False,False,,success
SUSB,death,0,0.2,,25.07,25.16,25.16,False,True,24.94,False,False,,success
UCON,death,0,0.6,,24.91,25.04,25.05,False,True,24.58,False,False,,success
TBIL,golden,0,2.7,,49.94,49.93,49.93,True,False,50.0,False,False,,success
TMV,golden,0,1.0,,36.93,36.3,36.27,True,False,38.77,False,False,,success
TUSI,golden,0,0.2,,25.37,25.38,25.38,True,False,25.385,False,False,,success
FLCH,death,0,0.2,,22.89,23.51,23.54,False,True,21.98,False,False,,success
