symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
GE,death_st,0,5.2,315.7,316.08,316.54,288.49,291.61
TXN,death_st,0,6.8,173.7,199.89,200.41,191.06,188.29
ARM,golden_st,0,5.3,136.3,122.54,122.19,131.36,129.82
UL,death,0,3.9,136.2,66.95,67.93,68.0,61.51
NSC,death_st,0,1.4,63.9,298.61,299.53,284.62,278.19
PCAR,death_st,0,3.2,60.3,119.46,119.53,109.79,112.85
GFI,death_st,0,3.3,38.3,49.66,50.17,40.87,40.75
HIG,death_st,0,1.7,36.6,136.71,136.93,131.64,131.36
KGC,death_st,0,11.7,34.7,32.2,32.31,25.98,27.42
ACGL,death_st,0,1.8,33.0,95.78,95.92,93.56,92.17
GEHC,death,0,3.5,32.0,75.41,78.16,78.35,70.38
VICI,death_st,0,9.7,30.0,29.0,29.06,30.09,27.98
EXR,death,0,1.3,28.8,142.8,142.22,142.35,135.99
DG,death_st,0,3.1,27.9,140.67,141.41,122.18,123.45
STLD,death_st,0,1.2,24.4,181.41,181.71,160.95,167.56
TECK,death_st,0,4.4,23.9,52.82,52.9,46.45,47.36
ZM,death,0,4.6,22.5,78.81,82.41,82.46,76.74
KOF,death_st,0,0.2,20.2,102.76,102.96,94.87,97.03
SW,death,0,7.0,20.2,42.33,42.87,42.91,36.93
PKG,death_st,0,1.0,18.7,221.2,222.06,213.42,204.39
AMCR,death,0,5.5,18.4,43.34,44.31,44.4,38.69
RBA,death,0,1.7,18.1,101.69,104.42,104.58,95.84
IFF,death_st,0,1.9,17.5,73.36,73.38,72.16,68.13
DECK,death_st,0,2.2,14.8,107.29,107.4,109.89,104.91
COO,death,0,2.1,13.9,76.2,78.51,78.55,70.71
CLX,death_st,0,2.0,13.1,114.64,114.66,119.36,106.62
CNH,death_st,0,14.3,12.6,11.18,11.23,11.19,10.08
GMED,death_st,0,1.1,11.7,88.37,88.48,79.05,86.3
AMKR,golden_st,0,4.8,11.6,45.92,45.89,36.97,48.13
GL,death_st,0,0.5,10.8,141.22,141.24,135.32,137.71
DY,death_st,0,0.4,10.6,375.09,375.44,315.41,355.6
CAVA,golden,0,3.9,10.3,80.33,73.42,73.11,87.64
KNX,death_st,0,3.1,8.6,56.38,56.41,51.1,53.37
HSIC,death_st,0,1.6,8.4,76.84,77.07,73.6,72.68
QGEN,death,0,2.2,8.3,44.36,46.61,46.75,40.65
HBM,death_st,0,6.4,7.9,22.78,22.97,17.75,18.65
SSD,death_st,0,0.3,7.2,183.96,184.59,177.15,171.1
EGO,death_st,0,2.7,6.9,39.78,40.15,32.08,32.35
BTG,death_st,0,34.7,6.2,5.13,5.13,4.51,4.21
QBTS,death,0,24.6,6.1,18.46,20.72,20.8,16.1
GTES,death_st,0,2.6,5.8,24.43,24.55,23.52,22.14
RHP,death,0,0.5,5.8,95.38,96.3,96.34,92.37
BLCO,death_st,0,0.5,5.7,17.04,17.08,16.16,16.17
COGT,death_st,0,1.8,5.6,36.36,36.38,26.6,34.61
TKC,death_st,0,1.2,5.3,6.36,6.37,6.16,6.14
RSPT,golden_st,0,0.3,,46.57,46.55,44.14,47.02
TBLL,golden_st,0,0.4,,105.67,105.67,105.66,105.72
ACWX,death_st,0,3.3,,70.46,70.46,66.13,68.46
BINV,death_st,0,0.1,,42.05,42.07,39.26,40.5607
BKDV,death_st,0,0.4,,29.99,30.02,28.49,29.36
BUFQ,death_st,0,0.2,,35.8,35.8,34.7,35.6
CGMU,death_st,0,1.2,,27.61,27.61,27.34,27.46
COPP,death_st,0,0.3,,38.12,38.35,32.03,33.17
