symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
GE,death_st,0,5.2,315.7,316.08,316.54,288.49,False,False,291.61,False,True,0.0,success
TXN,death_st,0,6.8,173.7,199.89,200.41,191.06,False,False,188.29,False,True,0.0,success
ARM,golden_st,0,5.3,136.3,122.54,122.19,131.36,False,False,129.82,True,False,0.0,success
NSC,death_st,0,1.4,63.9,298.61,299.53,284.62,False,False,278.19,False,True,0.0,success
PCAR,death_st,0,3.2,60.3,119.46,119.53,109.79,False,False,112.85,False,True,0.0,success
GFI,death_st,0,3.3,38.3,49.66,50.17,40.87,False,False,40.75,False,True,0.0,success
HIG,death_st,0,1.7,36.6,136.71,136.93,131.64,False,False,131.36,False,True,0.0,success
KGC,death_st,0,11.7,34.7,32.2,32.31,25.98,False,False,27.42,False,True,0.0,success
ACGL,death_st,0,1.8,33.0,95.78,95.92,93.56,False,False,92.17,False,True,0.0,success
VICI,death_st,0,9.7,30.0,29.0,29.06,30.09,False,False,27.98,False,True,0.0,success
DG,death_st,0,3.1,27.9,140.67,141.41,122.18,False,False,123.45,False,True,0.0,success
STLD,death_st,0,1.2,24.4,181.41,181.71,160.95,False,False,167.56,False,True,0.0,success
TECK,death_st,0,4.4,23.9,52.82,52.9,46.45,False,False,47.36,False,True,0.0,success
KOF,death_st,0,0.2,20.2,102.76,102.96,94.87,False,False,97.03,False,True,0.0,success
PKG,death_st,0,1.0,18.7,221.2,222.06,213.42,False,False,204.39,False,True,0.0,success
IFF,death_st,0,1.9,17.5,73.36,73.38,72.16,False,False,68.13,False,True,0.0,success
DECK,death_st,0,2.2,14.8,107.29,107.4,109.89,False,False,104.91,False,True,0.0,success
CLX,death_st,0,2.0,13.1,114.64,114.66,119.36,False,False,106.62,False,True,0.0,success
CNH,death_st,0,14.3,12.6,11.18,11.23,11.19,False,False,10.08,False,True,0.0,success
GMED,death_st,0,1.1,11.7,88.37,88.48,79.05,False,False,86.3,False,True,0.0,success
AMKR,golden_st,0,4.8,11.6,45.92,45.89,36.97,False,False,48.13,True,False,0.0,success
GL,death_st,0,0.5,10.8,141.22,141.24,135.32,False,False,137.71,False,True,0.0,success
DY,death_st,0,0.4,10.6,375.09,375.44,315.41,False,False,355.6,False,True,0.0,success
KNX,death_st,0,3.1,8.6,56.38,56.41,51.1,False,False,53.37,False,True,0.0,success
HSIC,death_st,0,1.6,8.4,76.84,77.07,73.6,False,False,72.68,False,True,0.0,success
HBM,death_st,0,6.4,7.9,22.78,22.97,17.75,False,False,18.65,False,True,0.0,success
