symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
TM,death_st,0,0.3,277.9,225.47,226.05,208.18,False,False,213.07,False,True,0.0,success
SMFG,death_st,0,2.5,124.1,20.79,20.84,18.32,False,False,19.59,False,True,0.0,success
B,death_st,0,15.1,72.2,45.98,46.04,40.27,False,False,42.8,False,True,0.0,success
TEVA,death_st,0,8.2,34.3,31.65,31.7,25.83,False,False,30.09,False,True,0.0,success
IR,death_st,0,4.6,32.8,88.4,88.52,84.92,False,False,84.06,False,True,0.0,success
TWLO,golden_st,0,2.7,19.1,122.86,122.72,118.9,False,False,126.88,True,False,0.0,success
SNN,death_st,0,0.9,14.0,34.42,34.46,33.19,False,False,33.37,False,True,0.0,success
BEN,death_st,0,5.3,12.7,25.76,25.77,24.13,False,False,24.62,False,True,0.0,success
SNX,death_st,0,0.6,12.4,156.91,157.0,148.94,False,False,154.72,False,True,0.0,success
SCI,death_st,0,1.2,11.1,80.77,80.83,80.3,False,False,79.37,False,True,0.0,success
CFR,death_st,0,0.6,8.3,136.71,136.95,131.82,False,False,130.36,False,True,0.0,success
SFM,golden_st,0,3.1,7.7,76.35,76.21,101.16,False,False,81.07,True,False,0.0,success
VLY,death_st,0,8.4,6.6,12.37,12.39,11.22,False,False,11.9,False,True,0.0,success
NFLU,golden_st,0,0.4,,29.95,29.94,39.79,False,False,31.15,True,False,0.0,success
TBT,golden_st,0,0.4,,34.0,33.99,34.37,False,False,34.59,True,False,0.0,success
USDU,golden_st,0,0.8,,25.93,25.92,26.32,False,False,26.12,True,False,0.0,success
BAB,death_st,0,0.2,,27.32,27.32,27.09,False,False,27.2,False,True,0.0,success
CGCV,death_st,0,0.3,,31.09,31.1,30.02,False,False,30.58,False,True,0.0,success
DGRW,death_st,0,1.1,,91.26,91.3,88.49,False,False,89.97,False,True,0.0,success
DON,death_st,0,0.1,,53.93,53.98,52.46,False,False,52.74,False,True,0.0,success
DSTL,death_st,0,0.1,,60.22,60.23,58.32,False,False,59.1698,False,True,0.0,success
EDGI,death_st,0,0.1,,29.68,29.7,28.01,False,False,29.02,False,True,0.0,success
ESGD,death_st,0,0.4,,99.09,99.17,94.11,False,False,97.05,False,True,0.0,success
ESML,death_st,0,0.1,,48.33,48.36,45.8,False,False,47.34,False,True,0.0,success
EWL,death_st,0,0.7,,61.38,61.39,57.91,False,False,59.54,False,True,0.0,success
FNDA,death_st,0,0.7,,33.35,33.37,31.67,False,False,32.57,False,True,0.0,success
GDXU,death_st,0,0.8,,322.27,325.29,224.52,False,False,238.05,False,True,0.0,success
GSEW,death_st,0,0.1,,87.48,87.49,84.73,False,False,86.5,False,True,0.0,success
IDMO,death_st,0,0.6,,57.36,57.39,53.95,False,False,56.43,False,True,0.0,success
IJH,death_st,0,20.2,,69.26,69.27,66.35,False,False,67.82,False,True,0.0,success
IJS,death_st,0,0.2,,120.02,120.17,113.4,False,False,117.05,False,True,0.0,success
INTW,death_st,0,0.8,,57.84,57.9,45.13,False,False,52.72,False,True,0.0,success
ISVL,death_st,0,0.2,,49.85,49.85,46.04,False,False,48.27,False,True,0.0,success
ITM,death_st,0,0.2,,47.37,47.39,46.79,False,False,47.03,False,True,0.0,success
IUSV,death_st,0,1.3,,104.95,104.99,101.09,False,False,103.16,False,True,0.0,success
IVE,death_st,0,1.5,,216.77,216.82,208.73,False,False,213.21,False,True,0.0,success
JEPI,death_st,0,5.8,,58.35,58.38,57.65,False,False,57.7,False,True,0.0,success
LGOV,death_st,0,0.2,,21.99,21.99,21.78,False,False,21.845,False,True,0.0,success
MDY,death_st,0,1.4,,632.74,632.77,606.16,False,False,621.0,False,True,0.0,success
NLR,death_st,0,0.5,,142.61,142.65,129.27,False,False,139.54,False,True,0.0,success
NYF,death_st,0,0.2,,53.86,53.86,53.4,False,False,53.632,False,True,0.0,success
SDVD,death_st,0,0.2,,22.45,22.48,21.8,False,False,21.95,False,True,0.0,success
SLYV,death_st,0,0.2,,96.1,96.22,90.91,False,False,93.89,False,True,0.0,success
SPYV,death_st,0,3.6,,58.08,58.09,55.94,False,False,57.33,False,True,0.0,success
VBR,death_st,0,0.4,,222.99,223.03,212.53,False,False,218.39,False,True,0.0,success
VMBS,death_st,0,1.6,,47.28,47.28,46.87,False,False,47.19,False,True,0.0,success
VTEB,death_st,0,8.5,,50.56,50.57,50.16,False,False,50.34,False,True,0.0,success
XLC,death_st,0,8.6,,116.48,116.48,112.43,False,False,115.37,False,True,0.0,success
XME,death_st,0,2.6,,114.95,114.96,97.81,False,False,110.77,False,True,0.0,success
AXP,death,0,4.1,204.7,315.25,333.19,333.22,False,True,300.27,False,False,,success
NXPI,death,0,3.1,48.5,211.09,219.77,220.0,False,True,194.02,False,False,,success
URI,death,0,0.7,46.8,807.98,836.96,838.65,False,True,745.02,False,False,,success
WAL,death,0,1.7,7.4,77.82,82.83,83.21,False,True,68.16,False,False,,success
PB,death,0,1.3,6.6,68.41,69.85,69.86,False,True,64.56,False,False,,success
LTH,death,0,2.8,5.8,26.93,27.39,27.4,False,True,26.07,False,False,,success
TMHC,death,0,1.2,5.8,62.22,62.87,62.93,False,True,60.15,False,False,,success
CORN,golden,0,0.4,,18.08,17.84,17.83,True,False,18.33,False,False,,success
WEAT,golden,0,0.7,,22.32,21.64,21.63,True,False,22.61,False,False,,success
FLRN,death,0,1.0,,30.75,30.77,30.77,False,True,30.73,False,False,,success
ITB,death,0,2.9,,100.49,102.93,103.15,False,True,94.23,False,False,,success
NVDX,death,0,15.8,,15.89,16.37,16.38,False,True,15.4,False,False,,success
SCHQ,death,0,1.1,,32.0,32.04,32.04,False,True,31.73,False,False,,success
