symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
TXN,golden_cross,0,7.5,178.7,,183.63,183.17,216.17
SBUX,golden_cross,0,10.4,109.1,,88.91,88.81,95.16
MO,golden_cross,0,10.4,106.8,,59.85,59.84,63.13
PBR,golden_cross,0,22.0,96.8,,12.66,12.62,15.38
ED,golden_cross,0,1.9,38.0,,100.7,100.61,105.18
LYV,golden_cross,0,2.6,34.1,,143.83,143.82,147.53
SKM,golden_cross,0,1.1,10.5,,21.59,21.51,27.21
GNRC,golden_cross,0,1.1,10.0,,158.24,157.92,174.17
REXR,death_cross,0,2.3,9.2,,40.27,40.29,38.9
OTEX,death_cross,0,1.0,7.2,,32.25,32.38,27.38
AMLP,golden_cross,0,1.8,,,47.97,47.95,50.04
BNO,golden_cross,0,0.6,,,29.39,29.34,31.8
CLIP,golden_cross,0,0.3,,,100.26,100.25,100.35
CTA,golden_cross,0,0.4,,,27.63,27.61,28.89
DIV,golden_cross,0,0.3,,,17.74,17.74,18.27
FLOT,golden_cross,0,1.9,,,50.94,50.93,51.02
KBWD,golden_cross,0,0.3,,,13.98,13.98,14.28
MLPA,golden_cross,0,0.3,,,49.34,49.29,51.41
