event_date,ticker,cross_type,probability,look_threshold_pct,look_margin_pct,recommendation,rank
2026-05-16,QXO,death,94.29,70.0,24.29,LOOK,1
2026-05-16,NRG,death,93.84,70.0,23.84,LOOK,2
2026-05-16,PANW,golden,74.26,70.0,4.26,LOOK,3
2026-05-16,QCMU,golden,71.88,70.0,1.88,LOOK,4
2026-05-16,EUAD,death,65.45,70.0,-4.55,SKIP,5
2026-05-16,CUBE,death,63.92,70.0,-6.08,SKIP,6
2026-05-16,AS,death,56.49,70.0,-13.51,SKIP,7
2026-05-16,PHG,death,50.51,70.0,-19.49,SKIP,8
2026-05-16,EDU,death,48.42,70.0,-21.58,SKIP,9
2026-05-16,HACK,golden,46.66,70.0,-23.34,SKIP,10
2026-05-16,SF,death,40.27,70.0,-29.73,SKIP,11
2026-05-16,MLM,death,38.13,70.0,-31.87,SKIP,12
2026-05-16,SSB,death,37.75,70.0,-32.25,SKIP,13
2026-05-16,HFSI,death,1.18,70.0,-68.82,SKIP,14
