symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
AXP,golden,0,3.1,240.2,336.22,327.5,326.85,356.03
TJX,death_st,0,6.4,170.4,157.61,157.84,151.8,151.31
WM,golden_st,0,2.4,92.5,221.99,221.92,223.75,228.98
ITW,golden,0,1.4,78.5,264.19,261.38,261.04,274.27
APD,golden_st,0,1.5,70.0,289.23,288.2,282.44,308.86
DB,golden,3,3.0,68.6,34.12,33.29,33.06,37.04
CMG,golden_st,0,21.8,45.4,32.69,32.64,36.27,33.98
AIG,golden_st,0,4.4,42.1,76.19,76.03,77.35,80.75
AVB,golden,1,1.3,27.5,187.26,183.98,183.36,194.35
PHG,golden,2,1.1,27.0,26.93,26.72,26.63,28.16
VRSK,golden_st,0,2.9,24.7,180.04,179.67,205.44,187.79
VLTO,golden_st,0,2.6,22.7,87.31,87.09,92.71,92.48
WPC,death_st,1,1.7,15.9,72.84,73.03,70.2,70.55
J,golden_st,0,1.3,15.1,123.9,123.69,130.64,128.98
PHYS,death,0,3.8,14.8,31.56,32.93,32.94,31.41
RRC,death,0,3.2,8.9,37.76,39.11,39.12,37.3
CBSH,golden,4,1.3,8.5,56.09,54.15,53.56,58.74
EMN,death,2,1.2,7.9,70.66,71.9,72.1,68.9
