event_date,ticker,cross_type,probability,look_threshold_pct,look_margin_pct,recommendation,rank
2025-12-01,RETL,golden,76.83,70.0,6.83,LOOK,1
2025-12-01,HIMS,death,76.09,70.0,6.09,LOOK,2
2025-12-01,ARKB,death,68.73,70.0,-1.27,SKIP,3
2025-12-01,BITB,death,68.73,70.0,-1.27,SKIP,4
2025-12-01,FBTC,death,68.73,70.0,-1.27,SKIP,5
2025-12-01,IBIT,death,68.73,70.0,-1.27,SKIP,6
2025-12-01,BTC,death,68.03,70.0,-1.97,SKIP,7
2025-12-01,BRRR,death,63.97,70.0,-6.03,SKIP,8
2025-12-01,BTCO,death,63.97,70.0,-6.03,SKIP,9
2025-12-01,EZBC,death,63.97,70.0,-6.03,SKIP,10
2025-12-01,HODL,death,63.97,70.0,-6.03,SKIP,11
2025-12-01,MNTSW,death,63.84,70.0,-6.16,SKIP,12
2025-12-01,GDXY,golden,47.54,70.0,-22.46,SKIP,13
2025-12-01,PCAR,golden,34.36,70.0,-35.64,SKIP,14
2025-12-01,CTRA,golden,30.42,70.0,-39.58,SKIP,15
2025-12-01,FEPI,death,29.22,70.0,-40.78,SKIP,16
2025-12-01,MTB,golden,28.95,70.0,-41.05,SKIP,17
2025-12-01,HSIC,golden,27.46,70.0,-42.54,SKIP,18
2025-12-01,VNT,death,25.93,70.0,-44.07,SKIP,19
2025-12-01,AKAM,golden,23.56,70.0,-46.44,SKIP,20
2025-12-01,IBHG,death,7.39,70.0,-62.61,SKIP,21
2025-12-01,CSHI,death,7.33,70.0,-62.67,SKIP,22
