symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
TMUS,death_st,0,5.6,218.8,208.51,208.69,217.31,False,False,200.54,False,True,0.0,success
C,golden_st,0,15.9,201.3,112.4,112.16,103.26,False,False,117.13,True,False,0.0,success
D,golden_st,0,4.7,54.7,61.99,61.95,60.3,False,False,62.69,True,False,0.0,success
BIIB,death_st,0,1.1,25.3,183.1,183.26,166.73,False,False,175.61,False,True,0.0,success
ON,golden_st,0,7.4,25.0,61.56,61.56,57.27,False,False,63.79,True,False,0.0,success
EXE,death_st,0,4.0,24.9,107.23,107.38,106.96,False,False,101.93,False,True,0.0,success
BCE,death_st,0,3.7,22.6,25.25,25.27,24.43,False,False,23.83,False,True,0.0,success
CFR,golden_st,0,0.6,8.8,136.6,136.51,132.88,False,False,140.24,True,False,0.0,success
PSO,golden_st,0,1.2,8.2,13.03,13.03,13.76,False,False,13.39,True,False,0.0,success
PRIM,golden_st,0,0.9,8.0,144.51,144.36,127.12,False,False,148.95,True,False,0.0,success
LBRDA,golden_st,0,0.2,7.4,51.09,51.05,58.01,False,False,52.02,True,False,0.0,success
LBRDK,golden_st,0,1.0,7.4,51.18,51.16,58.26,False,False,52.13,True,False,0.0,success
UBSI,golden_st,0,1.1,5.9,41.12,41.09,39.44,False,False,42.41,True,False,0.0,success
AVSC,golden_st,0,0.1,,62.41,62.37,59.24,False,False,63.56,True,False,0.0,success
DFLV,golden_st,0,1.3,,35.82,35.81,34.11,False,False,36.06,True,False,0.0,success
EWA,golden_st,0,6.2,,28.12,28.12,27.12,False,False,28.54,True,False,0.0,success
GRID,golden_st,0,0.5,,165.85,165.85,154.31,False,False,166.69,True,False,0.0,success
ICVT,golden_st,0,0.7,,103.17,103.13,99.14,False,False,104.53,True,False,0.0,success
INTW,golden_st,0,0.7,,58.61,57.81,46.7,False,False,73.54,True,False,0.0,success
SOXQ,golden_st,0,1.1,,61.28,61.27,54.74,False,False,63.01,True,False,0.0,success
ZMAR,golden_st,0,0.1,,27.61,27.61,27.2,False,False,27.66,True,False,0.0,success
COWZ,death_st,0,1.5,,62.55,62.56,60.18,False,False,62.34,False,True,0.0,success
EWM,death_st,0,0.5,,28.64,28.68,27.06,False,False,28.01,False,True,0.0,success
MRNY,death_st,0,0.3,,18.7,18.7,20.89,False,False,18.14,False,True,0.0,success
PLTD,death_st,0,66.8,,7.48,7.48,8.7,False,False,7.3331,False,True,0.0,success
PMMF,death_st,0,0.1,,100.37,100.37,100.34,False,False,100.3,False,True,0.0,success
VGUS,death_st,0,0.3,,75.55,75.55,75.49,False,False,75.495,False,True,0.0,success
TSLA,death,0,62.6,1323.9,376.86,395.57,396.14,False,True,346.65,False,False,,success
ABNB,death,0,4.0,76.0,127.88,128.66,128.74,False,True,124.97,False,False,,success
NU,death,0,62.5,69.2,14.41,15.2,15.21,False,True,14.15,False,False,,success
TW,golden,0,1.4,26.3,121.4,118.54,118.41,True,False,124.82,False,False,,success
CAR,golden,0,1.2,7.5,146.55,128.6,128.38,True,False,255.15,False,False,,success
RIOT,death,0,16.7,5.1,13.87,14.58,14.58,False,True,14.19,False,False,,success
AVIG,death,0,0.4,,41.61,41.79,41.8,False,True,41.53,False,False,,success
BOND,death,0,0.6,,92.41,92.88,92.9,False,True,92.27,False,False,,success
DFCF,death,0,1.3,,42.34,42.53,42.53,False,True,42.34,False,False,,success
HYEM,death,0,0.3,,19.79,19.91,19.91,False,True,19.7,False,False,,success
IBTJ,death,0,0.2,,21.82,21.88,21.88,False,True,21.775,False,False,,success
IBTK,death,0,0.2,,19.72,19.78,19.79,False,True,19.675,False,False,,success
IBTL,death,0,0.2,,20.39,20.46,20.47,False,True,20.335,False,False,,success
IBTM,death,0,0.1,,22.92,23.01,23.02,False,True,22.865,False,False,,success
IEI,death,0,3.2,,118.56,118.97,118.98,False,True,118.29,False,False,,success
IGIB,death,0,3.9,,53.25,53.55,53.56,False,True,53.19,False,False,,success
IUSB,death,0,4.0,,46.24,46.43,46.44,False,True,46.18,False,False,,success
JEPI,death,0,5.7,,56.91,57.53,57.55,False,True,56.52,False,False,,success
SBND,death,0,0.1,,18.79,18.85,18.86,False,True,18.765,False,False,,success
SCHZ,death,0,2.5,,23.23,23.33,23.33,False,True,23.21,False,False,,success
SCUS,death,0,0.1,,25.17,25.19,25.19,False,True,25.145,False,False,,success
SPIB,death,0,10.7,,33.53,33.67,33.67,False,True,33.5,False,False,,success
SPTI,death,0,3.0,,28.65,28.75,28.76,False,True,28.58,False,False,,success
