symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
MA,golden_st,0,4.1,453.8,501.53,500.06,523.26,539.39
AZN,golden_st,0,2.0,294.1,184.55,184.13,152.2,195.15
SCHW,golden_st,0,12.4,160.5,91.76,91.48,92.81,97.0
DUK,golden_st,0,3.6,98.7,125.81,125.61,124.11,129.6
ITW,golden,0,1.5,77.8,263.18,260.85,260.84,272.76
GM,death_st,0,8.9,69.5,78.92,78.94,73.79,76.0
ROST,death_st,0,3.7,68.3,222.85,222.95,198.73,213.43
RSG,golden_st,2,1.7,65.6,211.0,210.28,216.57,217.34
DB,golden,1,3.1,64.6,33.83,33.13,33.04,35.86
EXC,golden_st,3,9.1,47.7,46.36,46.2,45.88,47.88
HIG,golden,0,1.9,36.3,131.99,132.58,132.55,137.85
PHG,golden_st,4,1.1,26.4,26.8,26.66,26.7,27.74
BRO,golden_st,0,3.1,21.7,61.9,61.5,73.05,70.0
GPN,golden_st,0,4.3,19.8,69.92,69.67,74.67,78.63
ELS,golden,0,1.6,12.5,63.71,63.46,63.42,66.25
ICLN,death_st,0,5.9,,20.7,20.73,18.46,19.67
