symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
DIS,golden,1,8.8,184.0,105.99,103.91,103.75,108.59
BCS,death_st,0,3.1,89.5,26.79,26.82,24.78,25.86
CDNS,death,4,2.3,79.7,308.64,326.3,331.81,279.06
BAM,death,1,2.6,75.5,49.8,49.73,49.85,46.63
DLR,death_st,0,2.0,70.0,188.05,188.31,182.49,179.14
RSG,golden,1,1.5,68.2,221.06,218.21,217.93,225.85
AON,death,0,1.3,64.2,330.26,339.35,339.8,311.54
EW,death_st,0,3.0,48.6,88.55,88.59,85.17,85.52
HLN,death,3,9.8,40.4,9.67,9.72,9.76,9.39
ALC,death_st,0,1.6,31.9,70.3,70.4,73.73,67.74
LNT,death,0,2.3,17.4,68.49,70.14,70.18,66.92
BURL,death,0,1.4,15.0,279.73,307.3,308.71,232.24
WMG,golden_st,4,2.0,14.8,27.96,27.83,28.71,29.245
RPM,death,4,1.4,12.8,104.7,106.53,107.39,100.81
UDR,death,2,3.1,11.3,36.66,37.5,37.68,35.37
BXP,death_st,0,1.2,10.3,66.99,67.11,65.04,64.5
GMED,death,1,1.4,10.0,79.22,80.59,80.92,75.77
REXR,golden,0,2.3,8.5,37.22,36.74,36.7,38.43
ICLN,death,0,7.5,,17.81,18.29,18.31,17.56
