symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
TJX,death_st,1,5.0,168.0,155.9,156.38,152.81,150.85
CEG,golden_st,2,2.8,100.1,269.94,268.54,285.89,278.2
APO,golden,2,4.1,83.1,130.73,127.48,126.57,134.54
TEL,golden,1,2.5,62.6,211.69,209.29,208.92,217.38
DVN,golden_st,0,10.5,50.4,44.5,44.32,42.36,47.57
EQR,death_st,1,3.6,24.7,66.59,66.79,64.88,63.66
ZBH,golden,3,2.5,19.2,95.84,92.78,92.13,98.2
DKS,death,1,1.3,18.1,205.72,211.4,211.93,196.24
PHYS,golden_st,0,3.6,15.8,32.12,32.07,32.57,33.61
NBIX,death_st,0,1.3,15.5,164.05,164.19,148.81,154.49
ALLE,golden,4,1.3,14.0,159.21,150.34,148.49,162.1
TTEK,golden,0,2.8,9.3,34.06,32.26,32.18,35.82
EMN,golden,4,1.2,8.5,71.95,71.28,70.96,73.97
LW,golden,5,1.8,7.3,51.54,48.93,48.23,52.49
GLNG,golden_st,0,1.2,5.4,50.54,50.53,47.48,52.47
MMSI,golden,3,1.0,5.4,84.53,78.03,76.47,89.73
MRP,golden_st,4,1.1,5.0,29.25,29.01,29.32,30.16
AAAU,golden_st,0,1.1,,41.82,41.81,42.38,43.575
EMXC,golden_st,0,2.4,,95.12,95.11,86.18,98.3
GLD,golden_st,0,7.6,,389.15,389.13,394.63,405.49
GLDM,golden_st,0,3.7,,83.92,83.9,85.03,87.45
IAU,golden_st,0,4.9,,79.76,79.75,80.85,83.11
IAUM,golden_st,0,2.1,,42.27,42.26,42.82,44.05
IEMG,golden_st,0,11.2,,79.75,79.64,74.69,81.95
MTUM,golden_st,3,1.8,,311.08,309.66,281.47,322.07
SGOL,golden_st,0,2.0,,40.39,40.38,40.93,42.08
IGV,golden,4,13.3,,99.04,95.46,94.12,101.99
