symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
ARM,golden_st,0,7.2,139.9,122.61,122.25,133.73,False,False,129.26,True,False,0.0,success
MDT,death_st,0,9.2,123.9,98.93,99.03,95.24,False,False,97.03,False,True,0.0,success
NU,death_st,0,56.3,80.7,16.95,16.99,15.5,False,False,15.06,False,True,0.0,success
HEI.A,death_st,0,0.3,35.3,254.54,255.13,244.44,False,False,237.87,False,True,0.0,success
TSCO,death_st,0,7.4,27.4,53.03,53.08,54.4,False,False,51.18,False,True,0.0,success
LEN,death_st,0,2.7,27.3,115.67,115.87,121.17,False,False,112.0,False,True,0.0,success
AWK,golden_st,0,1.8,26.2,130.53,130.38,134.41,False,False,134.32,True,False,0.0,success
OMC,golden_st,0,5.5,25.7,76.9,76.48,77.79,False,False,84.71,True,False,0.0,success
EXPD,death_st,0,1.9,19.0,151.99,152.24,136.51,False,False,144.72,False,True,0.0,success
TLN,golden_st,0,0.9,17.9,371.15,370.35,345.24,False,False,390.05,True,False,0.0,success
ESS,golden_st,0,0.6,16.8,255.98,255.92,264.69,False,False,262.74,True,False,0.0,success
APTV,death_st,0,2.3,16.3,79.96,80.0,76.5,False,False,77.04,False,True,0.0,success
DOC,golden_st,0,10.1,12.2,17.12,17.12,17.82,False,False,17.51,True,False,0.0,success
PAG,death_st,0,0.3,10.5,164.06,164.13,165.61,False,False,157.7,False,True,0.0,success
ATAT,golden_st,0,1.2,5.7,38.97,38.89,36.63,False,False,40.47,True,False,0.0,success
LPX,death_st,0,1.2,5.7,87.69,87.71,89.59,False,False,83.52,False,True,0.0,success
XHLF,golden_st,0,0.5,,50.31,50.31,50.3,False,False,50.34,True,False,0.0,success
FSIG,death_st,0,0.4,,19.18,19.18,19.15,False,False,19.18,False,True,0.0,success
JPMpL,death_st,0,0.2,,19.9,19.9,20.07,False,False,19.89,False,True,0.0,success
TBIL,death_st,0,2.1,,49.94,49.94,49.93,False,False,49.84,False,True,0.0,success
XBIL,death_st,0,0.1,,50.12,50.12,50.11,False,False,50.025,False,True,0.0,success
SO,golden,0,7.0,105.6,92.57,90.78,90.63,True,False,96.35,False,False,,success
HMC,death,0,1.1,39.1,30.69,30.64,30.65,False,True,30.12,False,False,,success
JKHY,death,0,1.1,11.3,165.57,171.48,171.66,False,True,161.08,False,False,,success
BIO,death,0,0.3,7.3,282.95,294.34,294.59,False,True,275.21,False,False,,success
MTDR,golden,0,1.9,6.2,48.07,45.83,45.82,True,False,49.62,False,False,,success
CLIP,golden,0,0.3,,100.27,100.25,100.25,True,False,100.345,False,False,,success
SCHQ,golden,0,0.8,,32.23,32.08,32.07,True,False,32.68,False,False,,success
SGOV,golden,0,15.6,,100.54,100.51,100.51,True,False,100.62,False,False,,success
