symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
WFC,golden,5,16.2,266.7,85.28,83.15,82.45,88.07
SCHW,golden,5,10.9,178.8,97.74,94.68,93.41,102.8
ABT,golden_st,0,14.1,172.1,92.43,92.42,106.08,98.83
BA,death_st,2,5.6,169.0,220.63,221.29,217.57,214.34
PLD,golden_st,3,4.1,139.9,142.52,141.93,134.02,150.06
BTI,golden_st,0,4.6,136.3,60.79,60.79,57.88,63.16
MCK,golden_st,0,1.1,98.5,791.15,790.54,803.23,841.31
DEO,golden_st,1,1.2,47.5,81.89,81.67,87.04,85.48
BDX,golden_st,1,2.5,44.1,152.21,151.75,168.17,159.93
FWONK,golden,4,2.1,25.0,95.85,92.85,91.89,99.74
OMC,golden,1,4.5,24.0,78.58,76.96,76.61,84.17
ZTO,golden_st,0,1.5,18.7,23.31,23.28,22.55,24.59
NWSA,golden,2,5.9,15.6,26.82,26.33,26.2,28.685
DECK,golden_st,0,2.1,15.1,105.9,105.75,105.85,109.03
SCI,golden_st,0,1.7,11.0,76.92,76.86,78.78,79.67
RDY,death_st,0,2.6,10.6,13.63,13.66,13.75,12.7
EPRT,golden_st,0,2.1,7.1,31.02,30.94,31.17,32.92
OMF,golden,3,1.1,7.1,59.11,57.81,57.53,61.25
URBN,golden_st,0,1.2,6.5,71.44,71.35,69.8,75.42
MTG,golden,5,1.9,6.2,27.77,27.14,26.89,29.24
HOMB,golden,3,2.1,6.2,28.68,28.01,27.85,30.69
WH,death,2,1.4,5.9,80.74,81.33,81.56,78.97
AMLP,golden_st,2,1.4,,52.64,52.46,51.07,53.95
