symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
TTE,death_st,0,1.2,187.3,87.79,88.0,77.73,82.12
DE,golden_st,0,1.4,158.0,571.55,570.97,542.22,588.47
VRTX,golden_st,0,1.3,115.0,443.32,442.49,445.62,458.99
EQNR,death_st,1,4.0,84.3,36.63,36.96,31.75,33.76
ET,death_st,1,10.3,65.1,19.27,19.31,18.55,18.75
NDAQ,death_st,0,3.4,50.5,88.53,88.74,88.66,83.29
VMC,golden_st,0,1.2,39.0,282.93,282.6,285.28,294.82
RJF,golden_st,0,1.4,30.9,152.2,152.0,155.83,158.77
PPL,death,4,9.2,27.4,35.79,36.37,36.45,35.33
BCE,death_st,2,3.9,22.2,24.29,24.4,24.27,23.28
FOX,death_st,0,1.5,20.1,56.34,56.83,56.32,46.73
WMG,death_st,0,2.9,15.0,30.05,30.06,29.81,28.52
ARCC,death_st,0,5.1,13.4,18.8,18.81,19.69,18.1
GLPI,death_st,0,2.1,13.2,47.02,47.03,46.58,45.26
FMS,golden_st,0,0.9,12.8,22.38,22.32,23.37,23.57
UHAL.B,golden,0,0.5,10.5,51.87,49.61,49.6,54.05
SFD,death_st,0,1.2,10.2,26.2,26.24,24.78,25.03
DDS,death_st,0,0.1,8.6,582.42,582.82,579.28,558.79
LNC,golden_st,0,1.9,7.3,36.05,35.98,37.39,37.39
WFRD,death_st,0,1.0,7.0,101.85,102.18,89.01,94.15
MHK,golden_st,2,0.7,6.8,105.75,105.15,110.7,108.04
OMF,golden_st,0,1.1,6.7,55.7,55.67,57.27,57.61
BBUC,death,0,0.3,6.7,32.64,33.01,33.02,31.91
CWEN,death_st,1,1.2,5.9,38.6,38.73,36.15,36.77
MSFD,golden_st,0,2.1,,13.28,13.25,12.85,14.21
COMT,death_st,0,0.5,,33.45,33.56,30.33,31.42
DBC,death_st,0,1.3,,29.27,29.31,26.37,27.71
FAN,death_st,1,0.1,,25.37,25.42,22.83,24.6
IYE,death_st,0,1.6,,60.62,60.74,55.63,57.71
NORW,death_st,0,0.1,,37.39,37.48,34.07,35.77
OILK,death_st,0,0.2,,54.85,54.86,48.15,49.95
PDBC,death_st,0,6.2,,17.48,17.49,15.73,16.54
RSPG,death_st,0,0.1,,103.64,103.75,94.15,98.79
XLE,death_st,0,38.8,,57.25,57.34,52.5,54.67
