symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
MSFT,death_cross,0,28.5,3579.7,,478.15,479.38,433.5
WM,golden_cross,0,1.9,93.3,,219.8,219.73,223.13
EQNR,golden_cross,0,4.5,65.5,,24.26,24.24,26.91
HLI,death_cross,0,0.5,12.6,,182.19,182.47,168.81
AFG,death_cross,0,0.4,10.7,,133.52,133.57,128.81
PCOR,death_cross,0,1.4,9.7,,70.55,70.73,56.79
CIGI,death_cross,0,0.1,7.0,,145.43,145.63,138.59
CHDN,death_cross,0,0.7,6.9,,106.7,106.95,97.93
XLP,golden_cross,0,16.8,,,79.86,79.85,82.13
MVLL,death_cross,0,0.3,,,21.63,21.66,19.34
VCLT,death_cross,0,5.0,,,76.55,76.55,76.42
