event_date,ticker,cross_type,probability,look_threshold_pct,look_margin_pct,recommendation,rank
2026-04-14,RIOT,golden_st,59.84,75.0,-15.16,SKIP,1
2026-04-14,AVL,golden_st,59.25,75.0,-15.75,SKIP,2
2026-04-14,AVGX,golden_st,57.87,75.0,-17.13,SKIP,3
2026-04-14,AVGG,golden_st,56.44,75.0,-18.56,SKIP,4
2026-04-14,FTAI,golden_st,51.78,75.0,-23.22,SKIP,5
2026-04-14,AMZU,golden_st,51.76,75.0,-23.24,SKIP,6
2026-04-14,AMUU,golden,51.5,70.0,-18.5,SKIP,7
2026-04-14,IAG,golden_st,49.62,75.0,-25.38,SKIP,8
2026-04-14,COGT,golden_st,48.4,75.0,-26.6,SKIP,9
2026-04-14,KGC,golden_st,47.46,75.0,-27.54,SKIP,10
2026-04-14,AMZZ,golden_st,46.94,75.0,-28.06,SKIP,11
2026-04-14,EAT,golden_st,46.46,75.0,-28.54,SKIP,12
2026-04-14,ARKG,golden,46.22,70.0,-23.78,SKIP,13
2026-04-14,IONZ,death_st,46.05,75.0,-28.95,SKIP,14
2026-04-14,HBM,golden_st,45.59,75.0,-29.41,SKIP,15
2026-04-14,SBIT,death_st,44.67,75.0,-30.33,SKIP,16
2026-04-14,VSEC,golden_st,44.51,75.0,-30.49,SKIP,17
2026-04-14,TECS,death_st,43.73,75.0,-31.27,SKIP,18
2026-04-14,SPRX,golden_st,42.87,75.0,-32.13,SKIP,19
2026-04-14,WEX,golden,39.45,70.0,-30.55,SKIP,20
2026-04-14,EVR,golden,37.83,70.0,-32.17,SKIP,21
2026-04-14,TAL,golden_st,36.66,75.0,-38.34,SKIP,22
2026-04-14,BDRY,golden_st,36.55,75.0,-38.45,SKIP,23
2026-04-14,CARR,golden_st,35.62,75.0,-39.38,SKIP,24
2026-04-14,LEVI,golden_st,34.74,75.0,-40.26,SKIP,25
2026-04-14,IBKR,golden_st,34.11,75.0,-40.89,SKIP,26
2026-04-14,CNH,golden_st,34.06,75.0,-40.94,SKIP,27
2026-04-14,SAN,golden_st,31.58,75.0,-43.42,SKIP,28
2026-04-14,KSPI,golden_st,31.5,75.0,-43.5,SKIP,29
2026-04-14,NVDD,death_st,31.28,75.0,-43.72,SKIP,30
2026-04-14,BITI,death_st,29.87,75.0,-45.13,SKIP,31
2026-04-14,RGLD,golden_st,28.96,75.0,-46.04,SKIP,32
2026-04-14,IHG,golden_st,28.09,75.0,-46.91,SKIP,33
2026-04-14,AER,golden_st,25.58,75.0,-49.42,SKIP,34
2026-04-14,SMFG,golden_st,25.27,75.0,-49.73,SKIP,35
2026-04-14,DKS,golden_st,25.12,75.0,-49.88,SKIP,36
2026-04-14,LTH,golden_st,25.06,75.0,-49.94,SKIP,37
2026-04-14,GOOGL,golden_st,24.87,75.0,-50.13,SKIP,38
2026-04-14,TLK,death,23.34,70.0,-46.66,SKIP,39
2026-04-14,BBJP,golden_st,22.3,75.0,-52.7,SKIP,40
2026-04-14,FERG,golden_st,21.88,75.0,-53.12,SKIP,41
2026-04-14,CHPY,golden_st,20.76,75.0,-54.24,SKIP,42
2026-04-14,MS,golden_st,20.63,75.0,-54.37,SKIP,43
2026-04-14,REGN,death_st,20.46,75.0,-54.54,SKIP,44
2026-04-14,PNC,golden_st,19.09,75.0,-55.91,SKIP,45
2026-04-14,MFC,golden_st,18.7,75.0,-56.3,SKIP,46
2026-04-14,CPER,golden_st,18.24,75.0,-56.76,SKIP,47
