symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
BP,golden_st,0,9.6,111.6,41.81,41.69,39.99,44.22
ICE,golden_st,0,4.8,87.2,143.39,143.04,154.02,156.27
CTAS,golden,0,2.5,86.6,197.41,187.41,186.91,206.79
WEC,death_st,1,2.1,36.3,113.75,113.99,112.59,110.05
NTR,golden_st,0,2.6,33.9,67.6,67.59,66.67,70.72
FIS,golden_st,0,5.8,24.2,42.4,42.3,51.1,46.0
XPO,death_st,0,1.3,23.4,208.14,208.41,185.37,199.26
AMCR,golden,0,3.5,21.2,43.85,42.44,42.36,45.15
TXT,death_st,0,1.8,14.7,90.73,90.92,88.93,87.09
GGG,golden_st,0,1.5,13.2,77.02,76.92,81.12,79.99
AROC,death_st,0,2.1,6.2,37.02,37.05,33.25,35.42
RITM,golden_st,0,6.2,5.6,9.37,9.37,10.08,9.87
EWA,golden_st,2,2.1,,28.78,28.69,28.02,29.82
EWH,golden_st,0,3.0,,22.26,22.26,22.22,23.3
MTUM,death_st,0,2.0,,308.35,308.6,278.57,298.77
