symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
LVS,death,0,3.8,34.5,54.96,55.57,55.64,False,True,52.81,False,False,,success
ALAB,golden,0,5.2,33.6,161.87,148.0,146.04,True,False,212.84,False,False,,success
RYAAY,death,0,1.5,29.7,59.97,61.88,61.97,False,True,56.67,False,False,,success
SBAC,golden,0,1.4,23.3,208.88,199.98,199.92,True,False,219.47,False,False,,success
BLD,golden,0,0.7,13.0,414.24,414.3,413.32,True,False,453.71,False,False,,success
UNM,golden,0,1.7,12.6,76.84,75.68,75.64,True,False,77.48,False,False,,success
GME,golden,0,6.7,11.2,24.16,23.73,23.7,True,False,24.95,False,False,,success
SSB,death,0,0.9,9.6,96.55,96.35,96.37,False,True,94.86,False,False,,success
MTCH,golden,0,6.1,8.3,33.91,32.65,32.54,True,False,36.75,False,False,,success
CACC,golden,0,0.2,5.6,489.86,477.9,477.1,True,False,514.11,False,False,,success
AAPB,golden,0,0.1,,29.15,28.96,28.93,True,False,30.52,False,False,,success
ARMG,golden,0,1.3,,12.25,9.95,9.85,True,False,22.3,False,False,,success
CARY,golden,0,0.3,,20.89,20.9,20.9,True,False,20.925,False,False,,success
CSHI,golden,0,0.4,,49.78,49.74,49.74,True,False,49.8,False,False,,success
DIAL,golden,0,0.1,,18.26,18.27,18.27,True,False,18.315,False,False,,success
IBDR,golden,0,0.6,,24.22,24.22,24.22,True,False,24.25,False,False,,success
JGRO,golden,0,0.6,,90.1,89.14,89.0,True,False,93.63,False,False,,success
JTEK,golden,0,0.3,,87.94,86.14,85.94,True,False,94.5,False,False,,success
KBWY,golden,0,0.1,,16.22,16.04,16.04,True,False,16.69,False,False,,success
MSOS,golden,0,10.0,,4.11,4.02,4.01,True,False,4.68,False,False,,success
NVDX,golden,0,15.6,,16.92,16.31,16.22,True,False,19.53,False,False,,success
QGRO,golden,0,0.1,,111.18,110.32,110.25,True,False,114.0,False,False,,success
SPYU,golden,0,2.2,,26.18,25.49,25.37,True,False,29.49,False,False,,success
TBIL,golden,0,2.5,,49.94,49.93,49.93,True,False,49.99,False,False,,success
SHM,death,0,0.2,,47.95,48.02,48.02,False,True,47.95,False,False,,success
VTES,death,0,0.2,,101.36,101.54,101.54,False,True,101.38,False,False,,success
EBND,golden,0,0.5,,21.13,21.16,21.16,True,False,21.2,False,False,,success
METD,death,0,0.3,,15.83,16.13,16.17,False,True,14.93,False,False,,success
