symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
LVS,death,0,3.8,34.5,54.96,55.57,55.64,52.81
ALAB,golden,0,5.2,33.6,161.87,148.0,146.04,212.84
RYAAY,death,0,1.5,29.7,59.97,61.88,61.97,56.67
SBAC,golden,0,1.4,23.3,208.88,199.98,199.92,219.47
BLD,golden,0,0.7,13.0,414.24,414.3,413.32,453.71
UNM,golden,0,1.7,12.6,76.84,75.68,75.64,77.48
GME,golden,0,6.7,11.2,24.16,23.73,23.7,24.95
SSB,death,0,0.9,9.6,96.55,96.35,96.37,94.86
MTCH,golden,0,6.1,8.3,33.91,32.65,32.54,36.75
CACC,golden,0,0.2,5.6,489.86,477.9,477.1,514.11
AAPB,golden,0,0.1,,29.15,28.96,28.93,30.52
ARMG,golden,0,1.3,,12.25,9.95,9.85,22.3
CARY,golden,0,0.3,,20.89,20.9,20.9,20.925
CSHI,golden,0,0.4,,49.78,49.74,49.74,49.8
DIAL,golden,0,0.1,,18.26,18.27,18.27,18.315
IBDR,golden,0,0.6,,24.22,24.22,24.22,24.25
JGRO,golden,0,0.6,,90.1,89.14,89.0,93.63
JTEK,golden,0,0.3,,87.94,86.14,85.94,94.5
KBWY,golden,0,0.1,,16.22,16.04,16.04,16.69
MSOS,golden,0,10.0,,4.11,4.02,4.01,4.68
NVDX,golden,0,15.6,,16.92,16.31,16.22,19.53
QGRO,golden,0,0.1,,111.18,110.32,110.25,114.0
SPYU,golden,0,2.2,,26.18,25.49,25.37,29.49
TBIL,golden,0,2.5,,49.94,49.93,49.93,49.99
SHM,death,0,0.2,,47.95,48.02,48.02,47.95
VTES,death,0,0.2,,101.36,101.54,101.54,101.38
EBND,golden,0,0.5,,21.13,21.16,21.16,21.2
METD,death,0,0.3,,15.83,16.13,16.17,14.93
