symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
DIS,golden_st,0,11.4,178.2,99.69,99.54,103.15,103.53
RIO,golden_st,0,2.7,165.8,96.8,96.7,90.13,100.99
T,golden_st,0,78.5,164.8,23.3,23.28,25.01,24.5
BKNG,golden,0,6.4,160.0,195.33,185.28,185.12,212.87
TT,golden_st,4,1.2,104.9,473.43,471.38,447.6,483.96
UPS,death_st,0,5.1,89.1,107.9,108.05,104.37,104.43
SHW,golden,2,2.1,88.1,347.87,336.82,334.15,364.42
ITUB,death_st,0,19.7,86.9,8.16,8.18,7.91,7.5
CI,death,4,1.9,73.6,282.89,284.4,285.3,273.87
PAYX,golden,2,3.1,43.1,115.81,109.38,108.39,121.3
EXE,golden_st,0,3.9,22.6,92.39,92.15,98.92,98.24
LYB,golden,0,5.0,20.2,60.46,61.27,61.23,63.98
TSCO,golden_st,0,10.9,18.0,32.32,32.31,40.9,35.29
REG,death_st,0,1.4,13.9,79.25,79.4,76.64,75.82
SCI,golden,4,1.2,11.4,82.55,80.17,79.5,83.35
WTRG,golden,5,2.1,11.3,39.54,38.99,38.84,40.08
KNX,death_st,4,3.9,11.2,71.48,72.13,63.1,68.53
RRC,golden_st,0,3.1,9.4,38.81,38.71,38.97,40.67
BRX,death_st,0,2.3,9.1,31.12,31.16,29.5,29.61
EPRT,death_st,0,1.6,6.5,31.15,31.2,31.26,30.06
BXSL,golden_st,0,1.7,5.7,23.71,23.68,25.05,24.42
OUT,death_st,0,1.7,5.3,31.73,31.78,27.9,29.92
KRG,death_st,0,3.0,5.3,27.93,27.99,25.99,26.17
EWZ,death_st,2,18.8,,35.56,35.7,34.94,33.98
IGV,golden,0,14.1,,96.83,94.0,93.98,103.92
