symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
NVO,death_st,0,12.7,201.6,46.75,46.81,47.7,45.33
PDD,death_st,1,6.3,122.0,86.98,87.16,96.2,84.0
HWM,death_st,0,2.4,105.6,273.02,273.49,245.93,244.95
DAL,death_st,0,5.0,52.7,84.49,84.75,74.72,78.0
FER,death,0,1.5,42.3,62.56,64.22,64.32,58.55
JD,death,4,8.2,38.8,29.63,29.72,29.88,28.24
HBAN,death_st,2,25.3,34.2,17.24,17.29,16.85,16.685
IR,death_st,0,4.0,30.5,81.2,81.23,80.84,77.05
EXR,death_st,1,1.1,30.2,145.85,146.22,143.4,141.1
DTE,death,0,1.3,28.3,138.84,141.99,142.14,135.63
VRSK,golden_st,5,1.5,25.0,188.89,188.16,200.48,193.78
DD,death_st,4,1.6,18.5,139.1,139.69,132.35,134.59
WY,death_st,0,5.1,17.0,24.26,24.31,24.38,23.37
CHKP,golden_st,0,1.1,14.1,131.79,131.43,149.37,138.91
HRL,death,0,4.6,11.9,23.71,24.07,24.13,21.85
SIRI,death_st,2,3.9,9.6,28.91,28.99,26.1,28.17
YMM,death_st,0,7.2,9.1,8.88,8.89,9.44,8.47
ADC,death,0,1.4,9.1,74.7,75.75,75.76,72.25
NNN,death_st,5,1.3,8.8,46.22,46.43,44.69,45.2
VLY,death_st,0,6.7,7.7,14.31,14.33,13.1,13.64
RAL,death_st,0,1.6,6.8,65.7,65.78,57.2,61.73
PAVE,death_st,2,1.5,,56.64,56.85,53.68,54.7
XHB,death_st,3,1.8,,106.59,107.14,106.24,102.81
XLU,death,1,19.7,,43.62,44.23,44.33,42.23
