symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
MCD,death_st,0,3.5,219.2,319.99,320.21,311.88,311.7
UNP,death_st,0,3.2,142.2,246.11,246.11,236.36,241.33
PLD,death_st,0,3.5,121.5,133.49,133.55,124.68,130.36
VRTX,death_st,0,1.5,114.0,464.77,465.02,451.4,454.97
AEM,death_st,0,2.8,91.9,206.0,206.38,171.9,192.07
FCX,death_st,0,18.7,81.2,58.78,58.85,50.53,57.09
D,death_st,0,5.7,53.0,61.95,61.95,60.15,60.66
GWW,death_st,0,0.3,50.4,1085.19,1085.71,1048.43,1075.87
SLF,death_st,0,0.8,34.9,63.68,63.71,61.88,62.77
VIK,golden_st,0,2.7,32.4,72.55,72.51,64.67,74.5
HPE,golden_st,0,19.5,31.7,22.27,22.19,22.01,25.78
EXE,golden_st,0,4.5,26.4,107.71,107.41,106.8,113.92
ES,death_st,0,2.9,25.3,71.06,71.09,68.39,67.04
UMC,death_st,0,7.7,22.8,9.54,9.55,8.41,9.31
VRSN,golden_st,0,0.8,22.1,238.11,237.56,246.35,251.7
FTV,death_st,0,4.1,16.9,55.9,55.96,54.06,54.78
PHYS,death_st,0,6.7,15.8,36.7,36.75,32.1,34.29
NIO,golden,0,43.4,14.4,5.48,5.27,5.26,5.78
CSL,death,0,0.4,13.9,353.42,359.97,360.29,339.93
SNX,golden_st,0,0.6,13.2,157.45,157.16,149.66,163.77
LAMR,death_st,0,0.6,12.9,131.39,131.51,127.48,126.47
RDY,death_st,0,2.1,11.2,14.06,14.06,14.11,13.87
WTS,death_st,0,0.2,10.0,304.23,304.35,279.61,297.79
IAG,death_st,0,8.5,10.0,19.48,19.56,14.82,17.74
GSAT,golden_st,0,0.7,7.9,60.41,60.13,49.43,67.38
SMTC,death_st,0,2.1,7.2,82.09,82.15,69.93,80.04
MKTX,death_st,0,0.5,5.9,176.72,176.95,185.96,166.11
BLTE,death_st,0,0.2,5.9,165.12,165.2,126.32,155.04
ST,golden_st,0,2.1,5.3,35.02,35.02,32.8,36.4
WEX,death,0,0.5,5.3,156.11,156.03,156.14,151.32
BILS,golden_st,0,0.5,,99.31,99.31,99.31,99.36
CLIP,golden_st,0,0.3,,100.23,100.23,100.24,100.3
DRV,golden_st,0,0.2,,23.63,23.57,24.7,25.98
EUM,golden_st,0,0.1,,18.89,18.89,20.71,19.03
GBIL,golden_st,0,0.8,,100.07,100.07,100.05,100.13
SHV,golden_st,0,3.0,,110.25,110.25,110.26,110.32
AAAU,death_st,0,3.3,,47.76,47.77,41.58,44.7
AAXJ,death_st,0,1.4,,99.53,99.62,92.72,97.67
ALLW,death_st,0,1.2,,29.03,29.05,27.98,28.5
AMDD,death_st,0,18.3,,9.2,9.22,12.33,8.34
BALT,death_st,0,0.3,,33.57,33.57,33.0,33.44
BAR,death_st,0,0.6,,47.69,47.7,41.52,44.63
BBCA,death_st,0,0.3,,95.25,95.26,89.06,93.71
COPY,death_st,0,0.2,,13.65,13.65,12.69,13.58
DBB,death_st,0,0.4,,23.54,23.56,21.99,23.01
DFEM,death_st,0,1.0,,35.32,35.32,32.89,34.88
DFIP,death_st,0,0.1,,41.93,41.94,41.89,41.64
FGDL,death_st,0,0.1,,64.47,64.52,56.22,60.16
FLCA,death_st,0,0.1,,49.49,49.5,46.27,48.75
FSTA,death_st,0,0.2,,53.34,53.35,51.74,51.89
GLD,death_st,0,15.0,,444.85,444.94,387.46,416.29
GLDM,death_st,0,8.3,,95.82,95.83,83.39,89.67
IAU,death_st,0,14.1,,91.12,91.14,79.34,85.27
IAUM,death_st,0,6.4,,48.26,48.26,42.0,45.15
IYK,death_st,0,0.5,,71.98,72.07,70.25,69.83
OUNZ,death_st,0,1.5,,46.58,46.58,40.55,43.58
SDY,death_st,0,0.2,,148.6,148.67,143.21,145.43
SGOL,death_st,0,5.7,,46.13,46.13,40.15,43.16
TIP,death_st,0,2.9,,110.83,110.84,110.44,110.16
VIS,death_st,0,0.1,,323.33,323.36,303.68,319.37
XLP,death_st,0,21.2,,84.1,84.17,81.7,81.51
METD,golden,0,0.4,,16.51,16.18,16.17,17.2526
BULZ,death,0,2.1,,21.02,22.35,22.41,19.87
EPHE,death,0,0.2,,25.39,25.77,25.77,25.0
KORP,death,0,0.1,,46.93,47.2,47.2,46.64
NBSD,death,0,0.2,,50.99,51.11,51.11,50.8
NULG,death,0,0.1,,93.91,95.37,95.37,92.46
OOSP,death,0,0.3,,10.15,10.17,10.17,10.13
PYLD,death,0,3.9,,26.42,26.6,26.61,26.21
SMST,death,0,0.4,,59.07,65.55,65.63,54.1469
SPSB,death,0,4.7,,30.09,30.16,30.16,30.01
SPTB,death,0,0.3,,30.38,30.47,30.47,30.23
SPYU,death,0,2.1,,23.8,25.42,25.47,21.96
SUSC,death,0,0.3,,23.21,23.34,23.34,23.0668
VUSB,death,0,1.7,,49.78,49.84,49.84,49.74
XBB,death,0,0.1,,40.8,41.01,41.01,40.5787
XLY,death,0,12.2,,112.7,115.43,115.48,110.73
