symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
RTX,death_st,0,4.1,263.3,204.25,204.59,191.21,195.5
SPGI,death_st,0,1.9,123.4,425.19,425.41,443.88,412.52
SNY,death_st,2,2.4,103.8,43.79,43.93,45.48,42.4
ITUB,golden_st,0,22.6,90.7,7.99,7.97,7.9,8.26
BAM,death_st,0,2.6,74.5,49.44,49.57,49.78,45.84
HON,death,0,2.9,63.8,212.75,220.58,220.88,203.44
GEHC,death_st,0,2.8,29.0,68.29,68.39,70.1,64.07
FE,death,0,4.0,26.5,46.47,47.0,47.01,45.33
MGA,death_st,1,1.2,17.4,66.53,66.74,60.63,63.42
APG,death,0,2.9,16.0,39.46,40.5,40.57,36.97
CX,death,0,6.7,15.1,10.84,11.3,11.33,10.19
BWA,death_st,0,2.0,13.0,65.34,65.49,58.84,62.49
ELS,death,0,1.3,12.0,62.78,63.66,63.71,61.29
RWM,golden_st,1,16.6,,13.71,13.68,14.81,14.1
SRTY,golden_st,0,1.4,,23.08,23.08,31.92,24.95
TZA,golden_st,0,4.2,,40.96,40.93,56.2,44.28
FNDA,death_st,3,1.3,,36.95,37.12,35.12,35.98
IJH,death_st,3,5.7,,75.29,75.58,72.25,73.23
IJR,death_st,1,2.6,,144.25,144.65,135.58,140.05
INDA,death_st,2,4.3,,49.12,49.25,50.17,47.59
IWM,death_st,1,18.3,,293.42,294.01,275.44,285.14
SCHA,death_st,1,2.7,,34.14,34.24,32.13,33.15
SPMD,death_st,3,1.4,,65.99,66.25,63.34,64.38
SPSM,death_st,1,1.7,,56.11,56.26,52.77,54.66
TNA,death_st,3,3.2,,68.38,69.39,60.64,62.78
XLY,death,0,5.7,,114.71,115.61,115.64,110.88
