symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
ABBV,death_st,7.0,391.6,224.53,225.0,216.94,208.34
ECL,death_st,1.5,77.0,284.01,284.21,272.67,261.84
MNST,death_st,6.6,75.4,78.62,78.82,71.42,74.09
COR,death_st,1.3,67.3,352.67,353.17,327.35,325.18
CARR,death_st,7.1,46.7,59.39,59.44,61.12,57.61
BBD,death_st,46.8,38.2,3.79,3.79,3.37,3.53
CCI,death_st,3.7,38.2,87.75,87.87,92.58,84.91
ALC,death_st,1.9,37.9,80.37,80.52,81.58,75.74
PHG,death_st,1.2,26.9,29.35,29.44,27.86,27.37
CPAY,death_st,0.8,21.1,320.49,321.54,317.07,285.92
SW,death_st,7.0,20.7,42.87,43.11,42.97,38.58
SBAC,death_st,1.0,19.8,191.35,191.77,200.2,183.03
TKO,death_st,1.1,15.6,205.86,205.9,190.72,201.03
CSL,death_st,0.5,13.7,364.1,365.37,360.56,338.83
TOL,death_st,1.3,13.5,147.15,147.71,138.23,136.94
CNA,death_st,0.5,12.7,47.53,47.61,47.11,45.82
ABVX,golden_st,0.9,9.7,119.02,118.76,90.87,123.99
SAIA,death_st,0.6,8.7,359.84,361.71,343.34,322.63
TFII,death_st,0.4,8.4,110.04,110.51,103.4,100.66
IBP,death_st,0.4,7.8,300.06,300.09,263.37,277.17
MIDD,death_st,0.6,6.7,151.49,151.75,144.01,139.28
TXNM,death_st,1.3,6.4,58.81,58.83,56.97,58.25
ALGM,death_st,2.4,5.8,33.99,34.11,30.67,31.52
RLI,death_st,0.7,5.7,61.15,61.26,64.98,59.01
BIPC,death_st,0.7,5.5,46.72,46.97,44.41,41.32
MCY,death_st,0.3,5.0,89.59,89.64,82.22,87.85
JETD,golden_st,0.2,,4.34,4.32,6.6,4.93
NVDD,golden_st,0.2,,38.69,38.67,43.13,39.31
SGOV,golden_st,16.1,,100.5,100.5,100.51,100.55
VGUS,golden_st,0.2,,75.55,75.55,75.48,75.57
ABFL,death_st,0.1,,72.59,72.64,71.27,71.47
BBIN,death_st,0.2,,75.62,75.73,71.6,73.09
BBJP,death_st,2.0,,70.87,70.94,67.05,68.69
BUFD,death_st,0.3,,28.3,28.3,27.57,28.1
BUFZ,death_st,0.1,,26.55,26.56,25.88,26.37
CARY,death_st,0.4,,20.97,20.97,20.91,20.89
CGDG,death_st,0.9,,36.63,36.63,35.05,35.65
CGDV,death_st,5.2,,44.48,44.53,42.36,43.14
CGMM,death_st,0.9,,30.21,30.23,28.71,29.38
COPJ,death_st,0.2,,43.21,43.5,36.11,37.9
DFAT,death_st,0.4,,63.07,63.15,59.67,60.95
DFSD,death_st,0.5,,48.18,48.19,48.05,47.96
DIVB,death_st,0.1,,54.83,54.87,52.74,53.12
DIVO,death_st,0.9,,45.9,45.92,44.52,44.86
EDIV,death_st,0.2,,40.79,40.86,39.37,39.55
EFA,death_st,25.4,,99.94,100.09,94.79,96.69
EWD,death_st,0.2,,51.6,51.62,48.54,49.17
GSIE,death_st,0.6,,44.4,44.42,41.92,43.08
IDEV,death_st,2.3,,86.1,86.1,81.21,83.26
IEFA,death_st,18.7,,93.25,93.38,88.4,90.2
ILOW,death_st,0.2,,43.71,43.76,42.15,42.47
IWN,death_st,0.7,,192.35,192.53,180.78,185.67
IWR,death_st,2.9,,99.74,99.84,96.42,97.46
IYJ,death_st,0.2,,154.48,154.72,148.15,148.445
JHMM,death_st,0.2,,68.64,68.64,65.53,66.93
JIRE,death_st,0.7,,78.1,78.24,74.3,75.4
JMEE,death_st,0.2,,67.87,67.88,64.66,66.31
LABU,death_st,0.6,,161.52,162.37,131.36,146.14
LMUB,death_st,1.1,,50.67,50.67,50.17,50.49
MFSV,death_st,0.2,,27.31,27.31,26.36,26.69
MMIN,death_st,0.1,,24.11,24.11,23.88,23.99
MMIT,death_st,0.3,,24.5,24.51,24.3,24.37
MUB,death_st,3.5,,107.63,107.66,106.76,106.97
MUNI,death_st,0.3,,52.78,52.79,52.35,52.48
MUST,death_st,0.1,,20.8,20.81,20.58,20.58
NIKL,death_st,0.3,,17.47,17.56,15.16,15.55
NULV,death_st,0.1,,46.63,46.64,44.63,45.48
QVCGP,death_st,0.9,,4.39,4.44,8.48,3.53
ROBO,death_st,0.2,,73.43,73.47,67.96,70.75
SCZ,death_st,2.0,,81.17,81.31,76.8,78.51
SDVY,death_st,1.7,,40.54,40.55,38.59,39.2
SEIE,death_st,0.1,,33.69,33.7,31.4,32.5354
SHM,death_st,0.2,,48.21,48.21,48.05,48.06
SPMD,death_st,3.6,,60.64,60.72,58.22,59.11
SUB,death_st,0.5,,107.04,107.05,106.68,106.91
TAFI,death_st,0.3,,25.34,25.34,25.26,25.27
URA,death_st,4.7,,51.58,51.67,45.85,49.07
VCRM,death_st,0.2,,76.03,76.05,75.34,75.61
VSGX,death_st,0.3,,74.85,75.0,70.56,72.18
WIP,death_st,0.1,,40.22,40.24,39.41,39.53
WSML,death_st,0.2,,32.14,32.18,30.2,31.117
PG,death,10.4,353.5,154.76,153.86,154.05,146.71
TMO,death,2.4,174.6,500.79,529.84,530.29,464.69
MTD,death,0.2,24.4,1268.15,1328.79,1331.38,1191.54
SYF,death,4.7,22.3,67.9,71.67,71.73,65.17
ALLE,death,0.9,12.6,153.31,159.04,159.14,144.66
AAON,death,0.9,6.6,90.19,91.64,91.73,78.55
CE,golden,3.0,6.3,54.24,51.25,51.02,59.89
AXTA,death,3.1,6.0,30.26,31.47,31.56,27.14
AVGX,death,1.0,,40.19,42.33,42.37,36.75
BKUI,death,0.2,,49.77,49.8,49.8,49.755
CGMS,death,1.1,,27.52,27.62,27.62,27.32
DFGP,death,0.2,,54.44,54.56,54.56,53.9947
FSIG,death,0.3,,19.09,19.14,19.14,18.98
FTSM,death,1.1,,59.94,59.97,59.97,59.8947
IGLB,death,2.1,,50.3,50.63,50.66,49.51
JNK,death,6.5,,96.4,96.87,96.89,95.58
JPMpD,death,0.1,,24.86,24.95,24.96,24.65
PFF,death,3.9,,31.16,31.31,31.32,30.67
PHYL,death,0.2,,35.21,35.38,35.38,34.89
RETL,death,0.6,,8.39,9.05,9.08,7.0
SVIX,death,7.5,,19.05,20.51,20.55,16.59
TECL,death,1.4,,102.48,108.08,108.38,98.14
VGLT,death,3.0,,56.28,56.38,56.39,55.55
