symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
MNST,death_st,0,10.5,86.4,46.26,46.38,42.13,43.82
F,golden_st,1,46.3,57.5,14.14,14.11,13.4,14.62
CARR,death,1,6.4,48.7,60.48,62.99,63.11,59.71
XEL,death,0,4.9,47.7,77.2,78.16,78.19,75.72
DHI,death,3,2.0,40.4,146.38,148.01,148.57,142.75
IR,death,2,3.8,29.3,79.36,80.36,80.7,76.36
DTE,death,5,1.3,28.5,138.04,141.15,142.04,136.08
CNP,death,3,6.2,26.3,40.1,41.15,41.29,39.67
DOV,death,0,1.1,25.7,199.68,205.42,205.53,192.88
PHG,death_st,0,1.1,25.5,26.72,26.75,26.64,25.89
BEKE,golden,0,3.8,19.7,17.5,17.05,17.04,17.92
ARCC,golden,1,4.2,14.4,19.82,19.46,19.43,20.04
COO,death,0,1.7,13.8,72.35,71.88,71.91,69.59
HRL,death,5,4.8,11.9,23.11,23.74,24.05,21.54
TPG,golden,4,3.0,8.9,51.62,48.59,47.95,52.65
ZGN,death_st,3,1.0,5.4,13.52,13.69,12.24,12.56
MRP,golden,5,1.0,5.3,30.46,29.78,29.52,32.02
