symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
AAPL,death_st,0,54.1,3884.3,264.98,265.0,250.16,False,False,264.58,False,True,0.0,success
BABA,death_st,0,12.8,368.7,160.65,160.73,147.45,False,False,154.45,False,True,0.0,success
TEL,golden_st,0,2.3,68.9,229.16,229.07,209.79,False,False,234.73,True,False,0.0,success
ZTS,golden_st,0,4.8,54.4,126.42,126.41,139.68,False,False,128.78,True,False,0.0,success
AMP,death_st,0,0.7,43.1,496.11,496.45,496.16,False,False,471.69,False,True,0.0,success
HEI.A,golden_st,0,0.3,36.5,255.98,255.69,243.99,False,False,261.61,True,False,0.0,success
NBIS,golden_st,0,14.1,24.8,94.73,94.62,80.59,False,False,97.92,True,False,0.0,success
GIS,death_st,0,8.3,23.8,46.29,46.32,49.95,False,False,44.62,False,True,0.0,success
LI,golden_st,0,4.0,18.5,17.92,17.91,21.31,False,False,18.28,True,False,0.0,success
CRBG,death_st,0,4.2,14.3,30.61,30.63,31.37,False,False,29.66,False,True,0.0,success
FNF,death_st,0,1.6,14.1,55.42,55.59,57.05,False,False,52.13,False,True,0.0,success
AEG,death_st,0,5.5,11.4,7.69,7.7,7.42,False,False,7.53,False,True,0.0,success
POOL,death_st,0,0.9,8.3,252.98,254.22,280.62,False,False,221.62,False,True,0.0,success
DFGX,golden_st,0,0.1,,53.19,53.18,53.34,False,False,53.57,True,False,0.0,success
GBIL,golden_st,0,0.9,,100.07,100.07,100.05,False,False,100.14,True,False,0.0,success
PULS,golden_st,0,2.9,,49.71,49.7,49.69,False,False,49.75,True,False,0.0,success
RFIX,golden_st,0,0.9,,38.43,38.36,42.76,False,False,39.99,True,False,0.0,success
SHV,golden_st,0,2.9,,110.26,110.26,110.27,False,False,110.32,True,False,0.0,success
ZROZ,golden_st,0,0.6,,65.71,65.66,66.97,False,False,66.83,True,False,0.0,success
BBLU,death_st,0,0.1,,15.29,15.29,14.68,False,False,15.213,False,True,0.0,success
KITTW,death_st,0,0.1,,0.08,0.08,0.07,False,False,0.07,False,True,0.0,success
MGC,death_st,0,0.2,,250.87,250.88,239.65,False,False,250.6,False,True,0.0,success
PINK,death_st,0,0.2,,36.35,36.36,33.79,False,False,36.18,False,True,0.0,success
SPRX,death_st,0,0.2,,39.99,40.03,36.06,False,False,39.0631,False,True,0.0,success
CNH,golden,0,14.5,16.3,12.03,11.21,11.15,True,False,13.06,False,False,,success
HOOD,death,0,32.3,68.6,86.5,100.13,100.36,False,True,76.11,False,False,,success
XYL,death,0,1.9,31.3,133.74,137.09,137.17,False,True,128.67,False,False,,success
KIM,golden,0,5.8,15.6,21.9,21.31,21.3,True,False,23.17,False,False,,success
BMRN,golden,0,2.2,12.3,59.5,57.95,57.93,True,False,64.08,False,False,,success
RRC,golden,0,3.3,9.4,36.88,36.44,36.39,True,False,39.71,False,False,,success
EPRT,golden,0,1.9,6.9,31.52,30.97,30.95,True,False,32.74,False,False,,success
ICLO,golden,0,0.2,,25.61,25.59,25.59,True,False,25.655,False,False,,success
OXY.WS,golden,0,0.1,,24.41,22.59,22.4,True,False,29.795,False,False,,success
DAPP,death,0,0.5,,16.72,17.81,17.84,False,True,15.39,False,False,,success
