symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
AAPL,death_st,54.1,3884.3,264.98,265.0,250.16,264.58
BABA,death_st,12.8,368.7,160.65,160.73,147.45,154.45
TEL,golden_st,2.3,68.9,229.16,229.07,209.79,234.73
ZTS,golden_st,4.8,54.4,126.42,126.41,139.68,128.78
AMP,death_st,0.7,43.1,496.11,496.45,496.16,471.69
HEI.A,golden_st,0.3,36.5,255.98,255.69,243.99,261.61
NBIS,golden_st,14.1,24.8,94.73,94.62,80.59,97.92
GIS,death_st,8.3,23.8,46.29,46.32,49.95,44.62
LI,golden_st,4.0,18.5,17.92,17.91,21.31,18.28
CRBG,death_st,4.2,14.3,30.61,30.63,31.37,29.66
FNF,death_st,1.6,14.1,55.42,55.59,57.05,52.13
AEG,death_st,5.5,11.4,7.69,7.7,7.42,7.53
POOL,death_st,0.9,8.3,252.98,254.22,280.62,221.62
DFGX,golden_st,0.1,,53.19,53.18,53.34,53.57
GBIL,golden_st,0.9,,100.07,100.07,100.05,100.14
PULS,golden_st,2.9,,49.71,49.7,49.69,49.75
RFIX,golden_st,0.9,,38.43,38.36,42.76,39.99
SHV,golden_st,2.9,,110.26,110.26,110.27,110.32
ZROZ,golden_st,0.6,,65.71,65.66,66.97,66.83
BBLU,death_st,0.1,,15.29,15.29,14.68,15.213
KITTW,death_st,0.1,,0.08,0.08,0.07,0.07
MGC,death_st,0.2,,250.87,250.88,239.65,250.6
PINK,death_st,0.2,,36.35,36.36,33.79,36.18
SPRX,death_st,0.2,,39.99,40.03,36.06,39.0631
CNH,golden,14.5,16.3,12.03,11.21,11.15,13.06
HOOD,death,32.3,68.6,86.5,100.13,100.36,76.11
XYL,death,1.9,31.3,133.74,137.09,137.17,128.67
KIM,golden,5.8,15.6,21.9,21.31,21.3,23.17
BMRN,golden,2.2,12.3,59.5,57.95,57.93,64.08
RRC,golden,3.3,9.4,36.88,36.44,36.39,39.71
EPRT,golden,1.9,6.9,31.52,30.97,30.95,32.74
ICLO,golden,0.2,,25.61,25.59,25.59,25.655
OXY.WS,golden,0.1,,24.41,22.59,22.4,29.795
DAPP,death,0.5,,16.72,17.81,17.84,15.39
