event_date,ticker,cross_type,probability,look_threshold_pct,look_margin_pct,recommendation,rank
2026-04-29,AMZZ,golden,47.14,70.0,-22.86,SKIP,1
2026-04-29,NXPI,golden,44.31,70.0,-25.69,SKIP,2
2026-04-29,ETSY,golden,43.19,70.0,-26.81,SKIP,3
2026-04-29,DKS,golden,26.24,70.0,-43.76,SKIP,4
2026-04-29,JEPI,death,13.98,70.0,-56.02,SKIP,5
2026-04-29,GBND,death,13.81,70.0,-56.19,SKIP,6
2026-04-29,PMMF,death,13.52,70.0,-56.48,SKIP,7
2026-04-29,SCCR,death,13.43,70.0,-56.57,SKIP,8
2026-04-29,EBND,death,12.73,70.0,-57.27,SKIP,9
2026-04-29,AGG,death,12.41,70.0,-57.59,SKIP,10
2026-04-29,MCD,death,10.8,70.0,-59.2,SKIP,11
2026-04-29,REM,golden,8.51,70.0,-61.49,SKIP,12
2026-04-29,QDVO,golden,6.99,70.0,-63.01,SKIP,13
2026-04-29,TILL,golden,6.34,70.0,-63.66,SKIP,14
2026-04-29,CLOA,golden,5.33,70.0,-64.67,SKIP,15
