symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
WFC,golden,0,15.2,266.0,84.39,82.46,82.35,87.16
SCHW,golden,0,11.9,177.2,95.62,93.36,93.18,103.12
ITUB,golden_st,0,22.6,91.3,8.13,8.12,7.81,8.62
ITW,golden,4,1.5,76.4,265.25,262.3,261.3,268.81
LHX,death,4,1.4,54.0,296.92,306.35,308.17,290.77
KVUE,golden,0,20.7,36.8,18.87,18.29,18.26,19.48
DG,golden_st,0,3.5,25.5,114.9,114.85,117.82,118.92
TKO,death_st,0,1.6,14.1,197.26,197.44,193.94,184.4
MKC,golden_st,1,5.0,13.9,50.29,50.15,58.28,52.45
HAS,death,1,2.0,10.9,81.7,85.44,85.66,78.96
BXP,golden,0,1.5,10.7,66.1,63.49,63.39,66.82
TTEK,golden_st,0,3.7,8.0,29.44,29.4,31.85,30.99
UNG,death_st,0,6.5,,11.44,11.45,12.56,10.6
