symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
RY,death_st,0,1.2,282.2,205.41,205.6,186.63,199.45
UBS,death_st,0,1.7,150.6,52.14,52.24,47.27,47.74
LYG,death_st,1,12.5,83.5,5.91,5.93,5.54,5.64
TEL,golden_st,0,2.0,61.8,207.47,207.28,209.31,214.39
AJG,death_st,0,1.4,59.1,246.38,247.29,244.99,229.64
ALL,death_st,0,1.9,58.0,250.17,251.06,230.86,225.66
FANG,death_st,0,2.7,51.7,197.33,197.57,184.54,185.65
XYZ,death_st,0,4.1,46.6,78.82,78.91,72.83,74.68
HBAN,death,0,24.7,31.7,16.44,16.84,16.86,15.38
LYB,death_st,0,3.7,19.1,62.9,62.9,61.7,59.97
RCI,death,0,1.1,18.0,35.46,35.54,35.56,33.28
TSCO,death_st,0,9.3,17.1,33.45,33.48,39.14,32.29
INVH,death,0,4.5,16.0,28.0,28.73,28.78,26.93
REG,death,0,1.2,13.5,74.61,76.22,76.28,72.73
HTHT,death_st,3,1.6,13.3,44.16,44.36,44.99,42.78
LTH,death_st,0,3.1,8.5,41.54,41.62,35.58,39.67
HOMB,death_st,0,1.4,5.8,29.77,29.77,28.82,28.84
RITM,death_st,2,4.5,5.4,9.73,9.76,10.04,9.42
FLG,death,0,4.2,5.2,13.04,13.53,13.53,12.3
DXD,golden_st,2,2.0,,17.24,17.18,18.91,17.72
MTUM,golden_st,0,1.4,,307.59,307.19,288.1,316.95
AVUV,death_st,3,1.2,,123.69,124.25,117.08,120.33
EWA,death_st,1,2.6,,29.27,29.34,28.57,28.36
KIE,death_st,0,1.1,,62.47,62.59,60.29,60.09
