symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
DIS,death_cross,11.5,192.6,,110.43,110.51,107.13
SPGI,death_cross,2.0,133.0,,509.18,510.84,444.19
TT,golden_cross,1.9,100.7,,408.27,407.32,459.79
SNOW,death_cross,5.3,57.6,,211.24,211.4,175.95
CPAY,golden_cross,0.6,24.8,,314.17,313.13,355.91
TROW,death_cross,2.0,20.7,,103.35,103.38,95.81
REG,golden_cross,1.3,13.8,,71.08,71.03,76.06
FLR,golden_cross,2.6,7.6,,44.58,44.48,48.25
ALK,golden_cross,3.6,6.9,,50.88,50.86,60.21
UFPI,golden_cross,0.4,6.7,,100.92,100.57,114.2
GLBE,death_cross,1.2,5.5,,37.19,37.24,32.82
DFGR,golden_cross,0.5,,,26.95,26.94,27.74
STIP,golden_cross,1.6,,,102.7,102.7,102.98
FAS,death_cross,0.7,,,162.57,162.68,157.59
IHI,death_cross,2.0,,,61.17,61.23,58.09
TBIL,death_cross,2.0,,,49.94,49.94,49.91
KBWD,death_cross,0.3,,,13.97,13.97,13.79
