event_date,ticker,cross_type,probability,look_threshold_pct,look_margin_pct,recommendation,rank
2025-12-15,DPST,golden,47.35,70.0,-22.65,SKIP,1
2025-12-15,MNTSW,death,44.16,70.0,-25.84,SKIP,2
2025-12-15,MVSTW,death,41.59,70.0,-28.41,SKIP,3
2025-12-15,MC,golden,39.43,70.0,-30.57,SKIP,4
2025-12-15,STVN,death,35.64,70.0,-34.36,SKIP,5
2025-12-15,SN,golden,33.69,70.0,-36.31,SKIP,6
2025-12-15,SLB,golden,30.6,70.0,-39.4,SKIP,7
2025-12-15,PSN,death,29.36,70.0,-40.64,SKIP,8
2025-12-15,OPCH,golden,25.85,70.0,-44.15,SKIP,9
2025-12-15,SPOT,death,24.41,70.0,-45.59,SKIP,10
2025-12-15,WCLD,death,23.12,70.0,-46.88,SKIP,11
2025-12-15,OVV,death,20.53,70.0,-49.47,SKIP,12
2025-12-15,BKNG,golden,19.76,70.0,-50.24,SKIP,13
2025-12-15,TLT,death,14.9,70.0,-55.1,SKIP,14
2025-12-15,FTV,golden,11.66,70.0,-58.34,SKIP,15
2025-12-15,UNP,golden,9.19,70.0,-60.81,SKIP,16
