event_date,ticker,cross_type,probability,look_threshold_pct,look_margin_pct,recommendation,rank
2026-01-19,MRNA,golden,58.46,70.0,-11.54,SKIP,1
2026-01-19,VST,death,39.35,70.0,-30.65,SKIP,2
2026-01-19,CART,death,31.86,70.0,-38.14,SKIP,3
2026-01-19,PDD,death,31.7,70.0,-38.3,SKIP,4
2026-01-19,ODFL,golden,28.82,70.0,-41.18,SKIP,5
2026-01-19,RBRK,death,28.36,70.0,-41.64,SKIP,6
2026-01-19,STLA,death,27.36,70.0,-42.64,SKIP,7
2026-01-19,XP,golden,26.32,70.0,-43.68,SKIP,8
2026-01-19,AIG,death,23.39,70.0,-46.61,SKIP,9
2026-01-19,QRVO,death,17.77,70.0,-52.23,SKIP,10
2026-01-19,OZK,golden,17.46,70.0,-52.54,SKIP,11
2026-01-19,CLOU,death,15.87,70.0,-54.13,SKIP,12
2026-01-19,SPIP,death,15.3,70.0,-54.7,SKIP,13
2026-01-19,YEAR,death,12.4,70.0,-57.6,SKIP,14
2026-01-19,GGG,golden,7.28,70.0,-62.72,SKIP,15
2026-01-19,MLPX,golden,6.98,70.0,-63.02,SKIP,16
2026-01-19,USFR,golden,6.65,70.0,-63.35,SKIP,17
2026-01-19,O,golden,5.72,70.0,-64.28,SKIP,18
2026-01-19,USRT,golden,5.62,70.0,-64.38,SKIP,19
