symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
NFLX,golden_st,52.6,415.1,90.09,89.81,100.24,96.94
ANET,golden_st,8.6,172.4,134.84,134.67,127.57,139.62
SAN,death_st,19.4,162.5,11.95,11.96,10.31,11.5
PNC,death_st,2.6,82.8,217.82,217.87,203.12,206.39
SHW,death_st,1.8,82.6,349.76,349.9,347.52,330.33
MRVL,golden_st,18.1,80.9,82.43,82.23,81.51,93.3
CI,death_st,1.9,71.1,280.37,280.39,288.31,262.44
BSBR,death_st,1.0,46.3,6.45,6.45,5.85,6.21
DHI,death_st,2.8,42.8,154.84,155.11,152.35,145.28
RKLB,death_st,17.7,40.6,71.81,71.92,56.5,68.93
RMD,death_st,1.2,36.8,255.52,255.6,255.52,247.11
IBKR,death_st,4.9,30.1,71.09,71.21,64.72,68.5
BNTX,death_st,1.1,25.6,104.29,105.13,104.83,83.89
WRB,death_st,2.2,25.6,70.25,70.33,70.35,67.86
FLEX,death_st,4.0,22.5,63.27,63.35,57.2,60.91
WSM,death_st,1.0,22.5,201.27,201.77,190.35,188.39
KEY,death_st,17.0,21.5,20.94,20.98,19.34,19.76
KEP,death_st,0.7,21.1,19.22,19.31,15.87,16.52
GPN,death_st,4.1,20.9,76.05,76.16,81.24,73.54
IP,death_st,7.8,20.3,42.8,42.9,44.57,39.09
WY,death_st,6.8,17.6,25.09,25.13,25.37,24.18
ESS,death_st,0.5,16.5,255.8,255.86,264.26,254.29
CX,death_st,7.4,15.9,11.93,11.97,10.1,10.76
NLY,death_st,8.1,15.9,22.89,22.91,21.78,22.5
COO,death_st,2.0,14.8,80.79,80.8,79.08,74.41
HMY,death_st,5.4,11.9,20.7,20.79,18.13,18.95
NCLH,death_st,24.9,9.4,22.18,22.28,22.19,20.35
WTFC,death_st,0.5,9.2,146.22,146.28,136.46,136.62
ACI,death_st,6.1,8.9,17.58,17.59,18.41,16.76
COLB,death_st,3.0,8.0,29.14,29.26,27.6,26.96
JBTM,death_st,0.6,7.8,155.46,155.54,143.45,141.01
VFC,death_st,7.5,6.8,19.0,19.07,17.18,16.97
FSS,death_st,0.5,6.5,114.3,114.53,111.05,108.48
RLI,death_st,0.8,5.6,61.34,61.34,65.19,60.73
UFPI,death_st,0.3,5.3,102.06,102.4,101.36,92.09
HWC,death_st,0.8,5.1,66.96,67.18,62.71,62.39
WFG,death_st,0.2,5.1,67.23,67.39,69.75,64.44
AUB,death_st,1.1,5.0,37.87,37.93,35.8,35.4
DXD,golden_st,3.4,,20.03,20.0,21.99,20.85
AFIF,death_st,0.1,,9.44,9.44,9.39,9.42
ARTY,death_st,0.5,,50.09,50.11,46.19,49.15
BACpQ,death_st,0.1,,17.69,17.7,17.79,17.59
BWX,death_st,1.7,,22.69,22.7,22.66,22.39
BWZ,death_st,0.1,,27.57,27.58,27.38,27.32
CGUS,death_st,1.2,,40.53,40.54,39.08,40.17
DIA,death_st,7.4,,487.5,487.85,468.16,477.7
DYNF,death_st,4.8,,60.91,60.93,58.42,60.46
EMBD,death_st,0.1,,24.05,24.05,23.74,23.86
EMLC,death_st,5.9,,26.09,26.09,25.52,25.76
FLDR,death_st,0.3,,50.3,50.3,50.25,50.27
FLTR,death_st,0.7,,25.52,25.52,25.5,25.5
HIMU,death_st,0.3,,48.99,49.0,48.93,48.59
HYD,death_st,0.6,,51.11,51.13,50.88,50.79
IAT,death_st,0.3,,57.12,57.18,53.75,53.96
IBDU,death_st,0.7,,23.45,23.45,23.36,23.36
IGEB,death_st,0.2,,45.81,45.82,45.62,45.52
IGLB,death_st,1.9,,50.93,50.94,50.74,50.33
IGSB,death_st,3.4,,52.97,52.98,52.8,52.81
ISHG,death_st,0.1,,75.86,75.9,75.08,75.2528
ISTB,death_st,0.4,,48.8,48.8,48.66,48.68
ITB,death_st,3.1,,104.51,104.93,103.69,96.85
JPMpM,death_st,0.1,,18.52,18.52,18.57,18.4
