symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
COST,death_st,0,2.2,426.6,1002.46,1003.15,974.77,961.83
DIS,death_st,0,8.6,172.6,102.93,103.01,106.24,99.39
PBR,death_st,0,17.1,117.2,19.63,19.63,16.48,18.19
TRV,death_st,1,1.4,61.7,298.15,298.85,288.19,289.95
IQV,golden_st,0,1.8,30.4,174.34,174.16,186.46,182.05
SYF,death,0,4.0,23.9,71.65,72.13,72.21,68.72
BURL,golden_st,0,0.9,20.7,314.31,314.29,297.55,328.7
ASND,death_st,0,0.7,13.4,232.04,232.18,214.74,216.79
EG,death_st,0,0.3,12.6,340.06,340.49,337.17,318.12
GDDY,death_st,0,2.7,11.1,87.9,88.09,111.23,83.98
DDS,golden,0,0.1,9.5,575.04,579.21,578.7,611.14
KT,death,0,1.4,8.8,19.15,20.22,20.27,18.38
PSN,golden_st,0,1.4,6.4,55.42,55.42,64.61,59.95
AVTR,golden_st,0,10.2,6.1,8.43,8.4,10.52,9.07
UGP,death_st,0,3.1,5.2,5.52,5.55,4.72,4.9
COLO,golden_st,0,0.2,,38.91,38.83,37.05,40.68
EWM,death_st,0,0.2,,29.12,29.15,27.78,28.03
GPZ,death_st,0,0.3,,23.06,23.1,24.51,21.89
XLC,death_st,0,4.9,,115.5,115.58,113.65,112.08
YMAG,death_st,0,1.2,,12.81,12.82,13.81,12.44
BUG,golden,0,1.1,,33.23,30.44,30.31,36.77
XOVR,golden,0,4.5,,19.54,18.89,18.86,20.07
VNQI,death,0,0.2,,46.04,46.46,46.47,44.66
