symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
ORCL,death_cross,0,30.4,561.4,,219.11,219.24,False,True,197.21,False,False,,success
DUK,death_cross,0,3.4,91.4,,119.83,119.89,False,True,117.68,False,False,,success
ABNB,golden_cross,0,4.8,82.8,,127.02,126.95,True,False,136.91,False,False,,success
COO,golden_cross,0,3.3,16.1,,77.23,77.19,True,False,82.47,False,False,,success
J,death_cross,0,1.3,16.0,,141.12,141.12,False,True,133.94,False,False,,success
RGA,golden_cross,0,0.4,13.5,,196.12,195.96,True,False,204.86,False,False,,success
ALSN,golden_cross,0,1.0,8.3,,91.82,91.63,True,False,98.91,False,False,,success
DFGX,death_cross,0,0.2,,,53.48,53.48,False,True,52.7059,False,False,,success
IONX,death_cross,0,2.2,,,34.5,34.66,False,True,22.11,False,False,,success
TDTT,death_cross,0,0.2,,,24.16,24.16,False,True,24.061,False,False,,success
ON,golden_cross,0,9.2,21.7,,52.41,52.39,True,False,54.24,False,False,,success
