symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
PDD,death_cross,0,8.6,161.0,,119.45,119.59,113.44
VRTX,golden_cross,0,1.4,117.5,,436.05,435.87,462.99
ON,golden_cross,0,9.5,22.2,,52.15,52.08,55.08
CART,golden_cross,0,5.0,12.0,,42.58,42.58,45.65
BXP,death_cross,0,1.3,11.0,,70.76,70.79,69.22
SEIC,golden_cross,0,0.6,10.5,,82.67,82.64,85.37
CLIP,golden_cross,0,0.3,,,100.26,100.25,100.36
NFXS,golden_cross,0,0.1,,,15.8,15.78,17.2965
COMT,death_cross,0,0.3,,,26.28,26.29,25.11
FLOT,death_cross,0,1.2,,,50.93,50.93,50.815
ICLO,death_cross,0,0.1,,,25.59,25.59,25.52
UUP,death_cross,0,1.3,,,27.89,27.92,26.95
