symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
WMT,death,0,23.0,884.1,112.65,115.8,115.87,111.2
LIN,death_st,0,2.3,235.2,511.21,511.88,488.9,478.38
LMT,golden,0,1.4,132.5,546.28,538.77,537.68,582.74
PBR,golden_st,0,14.7,123.2,18.19,18.16,16.85,19.4
TT,death_st,0,1.4,97.3,469.11,469.43,445.72,454.95
OXY,golden_st,1,9.3,55.6,54.97,54.82,51.98,57.07
DTE,death_st,0,1.4,29.5,146.88,147.13,143.16,141.87
GMAB,golden,5,1.9,17.6,28.42,27.72,27.54,28.87
CX,death_st,2,5.8,17.2,12.29,12.37,11.47,11.82
YUMC,golden_st,0,1.7,15.9,44.29,44.27,46.67,48.18
CHKP,death_st,0,1.4,13.1,132.15,132.3,154.68,127.13
GNTX,death_st,4,2.9,5.0,23.95,24.05,23.84,23.36
FXI,golden_st,0,25.1,,34.76,34.68,36.42,36.5
