symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
TXN,golden_st,6.2,195.7,200.37,199.62,191.88,214.73
ANET,golden_st,6.7,183.5,133.63,133.46,128.65,147.35
UNP,golden_st,2.9,149.1,245.9,245.74,237.36,250.51
NEM,golden_st,11.3,128.5,112.12,112.07,94.33,120.9
SBUX,golden_st,8.2,110.4,94.23,94.12,91.55,96.6
BMO,golden_st,0.8,100.6,138.66,138.34,128.09,144.31
MDLZ,golden_st,10.2,75.8,57.96,57.93,59.53,59.0
PCAR,golden_st,2.8,66.8,119.41,119.01,111.23,127.19
SPG,golden_st,1.7,64.6,190.61,190.51,183.74,200.57
FTNT,death_st,6.2,59.7,81.29,81.39,84.92,76.7
O,golden_st,6.4,58.9,62.58,62.57,60.14,63.75
AU,golden_st,3.4,54.8,100.45,100.36,81.79,109.25
CCJ,golden_st,3.4,50.3,111.48,111.29,95.31,116.04
HSY,death_st,1.7,42.7,211.4,211.42,194.91,202.31
DOV,golden_st,1.1,29.4,212.09,211.89,198.56,217.12
STLD,golden_st,1.2,27.5,180.31,180.17,163.52,190.57
TECK,golden_st,4.5,26.8,52.47,52.35,47.1,56.51
RL,golden_st,0.6,23.3,354.15,352.94,329.65,379.87
BSAC,golden_st,0.5,16.4,33.2,33.09,29.88,35.2
HII,death_st,0.5,15.9,403.05,403.12,341.07,394.41
WPC,golden_st,1.3,15.7,70.19,70.14,67.34,71.62
ROKU,golden_st,2.8,14.7,96.52,96.51,94.23,102.47
BJ,death_st,2.1,12.1,96.35,96.48,97.39,92.71
AIT,golden_st,0.3,10.7,271.05,270.16,263.54,289.01
SITM,golden_st,0.5,10.7,366.4,364.29,315.65,420.32
ARWR,golden_st,2.3,9.3,61.38,61.25,48.61,65.14
ZION,golden_st,1.7,9.1,58.1,58.0,56.56,61.05
CTRE,golden_st,3.6,8.8,38.45,38.44,35.85,39.69
NXE,death_st,7.9,7.6,11.61,11.61,9.84,11.39
TEX,golden_st,1.4,7.3,60.87,60.87,55.53,63.18
ALGM,golden_st,1.8,6.9,33.55,33.54,31.01,37.5
TRNO,golden_st,0.6,6.9,62.93,62.83,61.14,65.34
GATX,golden_st,0.2,6.8,177.22,177.2,170.65,193.57
KMX,golden_st,3.1,6.4,42.89,42.86,49.05,46.72
TXNM,golden_st,1.4,6.4,58.79,58.77,57.39,59.18
ENIC,golden_st,0.6,6.1,4.1,4.09,3.87,4.43
BKH,golden_st,1.0,5.6,71.49,71.48,67.69,73.8
ABFL,golden_st,0.2,,72.52,72.42,71.38,74.91
ALLW,golden_st,1.1,,29.03,29.01,28.08,29.42
ASMG,golden_st,0.1,,34.51,34.42,27.36,39.64
AVDE,golden_st,1.3,,86.26,86.2,81.23,89.45
AVEM,golden_st,2.3,,82.44,82.36,77.11,85.96
BALT,golden_st,0.6,,33.58,33.57,33.06,33.725
BBCA,golden_st,0.3,,95.21,95.13,89.69,97.33
BGIG,golden_st,0.1,,33.57,33.54,32.46,34.08
BKDV,golden_st,0.4,,29.98,29.95,28.72,30.6
BUFQ,golden_st,0.2,,35.72,35.71,34.84,36.54
CORO,golden_st,3.7,,32.76,32.73,30.97,33.94
DFAX,golden_st,1.0,,34.62,34.56,32.44,35.92
DFEM,golden_st,1.0,,35.29,35.24,33.09,36.79
DFIC,golden_st,1.5,,36.12,36.07,33.96,37.35
DGS,golden_st,0.1,,60.83,60.79,58.11,62.86
EMGF,golden_st,0.2,,61.81,61.8,58.12,64.54
EPU,golden_st,0.1,,82.18,82.15,70.11,85.7
EWI,golden_st,0.7,,54.3,54.29,51.83,57.28
FNDB,golden_st,0.2,,27.51,27.51,26.39,27.99
FNDC,golden_st,0.2,,47.16,47.13,44.81,48.79
FNDE,golden_st,1.3,,38.43,38.36,36.48,39.67
FNDX,golden_st,7.6,,28.17,28.16,27.0,28.65
FSMD,golden_st,0.1,,45.56,45.54,44.39,47.07
FTLS,golden_st,0.1,,70.73,70.71,69.65,72.33
HFXI,golden_st,0.3,,34.25,34.19,32.39,35.41
IDVO,golden_st,0.4,,40.98,40.92,38.44,42.55
IJR,golden_st,7.3,,126.11,125.99,121.73,130.19
IJS,golden_st,0.8,,119.63,119.56,114.52,122.88
IJT,golden_st,0.1,,147.58,147.39,143.52,152.98
IMFL,golden_st,0.1,,32.08,32.05,29.9,32.72
IPAC,golden_st,0.1,,77.95,77.92,74.45,80.32
JHEM,golden_st,0.2,,34.92,34.91,32.79,36.23
JMOM,golden_st,0.1,,69.57,69.55,67.53,71.75
PIEQ,golden_st,0.3,,34.4,34.36,32.33,35.62
PLTZ,golden_st,1.5,,30.63,30.48,35.92,36.97
PVAL,golden_st,1.3,,46.9,46.87,44.51,47.83
RPG,golden_st,0.6,,48.59,48.45,47.07,51.19
SCHA,golden_st,3.3,,29.66,29.66,28.51,30.68
SCHH,golden_st,11.9,,22.01,21.98,21.66,22.62
SLYG,golden_st,0.1,,98.56,98.43,95.8,102.16
SPSM,golden_st,3.2,,49.09,49.07,47.44,50.65
TSMX,golden_st,0.8,,60.78,60.5,50.53,68.02
VIOO,golden_st,0.1,,116.52,116.4,112.65,120.32
AMZD,death_st,11.9,,10.69,10.7,10.72,9.57
DRV,death_st,0.2,,23.56,23.65,24.55,21.65
NVDQ,death_st,2.8,,16.84,16.88,23.29,14.95
NVDS,death_st,0.5,,28.65,28.74,36.57,26.2963
QBER,death_st,0.2,,24.0,24.01,24.31,23.87
SRTY,death_st,1.8,,37.9,38.01,46.75,33.89
TZA,death_st,151.7,,6.71,6.73,8.17,6.0
DPST,golden,0.7,,102.25,104.56,104.43,114.01
GFLW,golden,0.2,,26.99,27.25,27.24,27.8299
QVCC,golden,0.1,,10.1,9.7,9.7,10.11
EAGG,death,0.4,,47.59,47.75,47.75,47.59
KVACW,death,0.1,,0.05,0.06,0.06,0.017
BND,death,9.3,,73.67,73.93,73.93,73.64
