symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
BTI,death,0,4.6,117.0,56.29,57.88,57.93,54.86
SHW,death_st,0,1.6,77.8,337.46,338.36,335.11,317.44
XEL,death,2,5.1,47.6,76.93,77.93,78.08,75.41
FERG,death,0,3.4,43.2,230.85,234.33,234.5,220.97
JBS,death_st,0,5.6,41.4,13.26,13.26,13.97,12.62
WCN,death_st,0,1.1,40.6,164.99,165.3,166.91,159.44
HLN,death,0,9.9,40.6,9.75,9.75,9.76,9.22
LYV,death_st,0,2.0,39.6,178.0,178.15,165.87,170.08
KVUE,death_st,0,22.5,34.1,18.78,18.83,18.52,17.79
KMB,death,0,3.8,32.8,106.58,107.17,107.27,98.48
CHD,death_st,0,1.9,22.6,98.85,98.88,96.35,93.94
AGNC,death_st,2,18.1,12.5,10.71,10.75,10.59,10.19
GMED,death,0,1.3,10.0,80.11,81.06,81.11,73.56
CHDN,death_st,0,1.0,5.9,87.42,87.63,91.16,82.75
IYR,death_st,3,5.1,,103.01,103.47,100.77,99.97
MCHI,death_st,1,2.2,,54.51,54.64,56.42,52.8
