symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
BAC,golden_st,2,35.7,371.9,51.83,51.62,50.93,54.17
VZ,death_st,0,22.4,194.8,47.36,47.45,45.25,44.87
CTVA,death_st,2,3.5,52.0,79.51,79.73,74.57,77.46
VTR,death_st,0,4.8,38.4,84.83,85.08,79.41,79.1
MTB,golden_st,2,0.9,31.3,213.75,213.22,206.54,221.73
NMR,golden_st,0,1.4,24.4,8.16,8.15,7.87,8.65
INCY,golden_st,0,1.5,19.6,97.07,96.96,93.38,101.24
LII,golden_st,2,0.5,17.9,504.69,503.12,520.39,518.08
OHI,death_st,0,2.3,13.1,46.46,46.49,44.4,43.67
HRL,golden_st,0,6.3,12.7,21.89,21.83,23.77,23.29
EHC,death_st,0,0.9,10.2,104.11,104.23,107.05,99.84
WAL,golden_st,2,1.1,8.5,78.61,78.45,80.78,80.74
ACT,death_st,0,0.3,5.7,42.21,42.24,40.11,40.95
RUSHA,death_st,0,0.5,5.2,69.33,69.45,63.59,66.12
OZK,golden,4,1.0,5.2,48.04,47.69,47.61,49.21
BITI,golden_st,0,1.5,,23.82,23.76,23.1,27.04
UNG,golden_st,0,10.1,,11.39,11.37,12.68,12.12
AMZY,death_st,0,0.5,,12.06,12.09,13.13,11.47
EWH,death_st,1,2.6,,23.38,23.44,22.34,22.52
IYH,golden,4,0.7,,62.19,62.16,62.09,63.98
FAZ,death,0,0.5,,45.0,45.31,45.32,43.2
