symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
SPGI,golden,0,1.4,162.8,,510.32,509.78,541.56
VST,death,0,4.4,52.4,,172.09,172.46,150.6
HLN,golden,0,9.6,44.8,,9.77,9.77,10.04
FICO,death,0,0.2,37.5,,1706.15,1708.85,1585.6
NTAP,death,0,2.0,20.7,,111.5,111.68,105.55
SARO,golden,0,1.5,10.2,,27.97,27.94,30.64
FRT,golden,0,0.6,8.8,,99.48,99.44,102.8
TTC,golden,0,1.1,8.2,,76.38,76.11,87.87
CWAN,golden,0,12.1,7.1,,21.82,21.77,24.09
PB,golden,0,0.8,6.8,,69.35,69.31,71.95
DBX,death,0,3.6,6.8,,28.57,28.59,27.46
CGNX,death,0,1.7,6.4,,38.36,38.36,37.74
ETSY,golden,0,3.1,6.1,,57.78,57.73,61.23
AMZU,golden,0,1.8,,,36.24,36.22,39.6
PAAA,golden,0,1.4,,,51.32,51.31,51.35
IVOL,death,0,0.7,,,19.24,19.24,18.97
