event_date,ticker,cross_type,probability,look_threshold_pct,look_margin_pct,recommendation,rank
2026-03-13,SKRE,golden_st,44.92,75.0,-30.08,SKIP,1
2026-03-13,ESAB,death,42.34,70.0,-27.66,SKIP,2
2026-03-13,TWM,golden_st,41.32,75.0,-33.68,SKIP,3
2026-03-13,SPXC,death_st,41.09,75.0,-33.91,SKIP,4
2026-03-13,AUR,death_st,38.5,75.0,-36.5,SKIP,5
2026-03-13,FRHC,golden_st,38.12,75.0,-36.88,SKIP,6
2026-03-13,RHP,death_st,34.79,75.0,-40.21,SKIP,7
2026-03-13,PRIM,death_st,34.66,75.0,-40.34,SKIP,8
2026-03-13,SYK,death_st,34.59,75.0,-40.41,SKIP,9
2026-03-13,MHK,death,33.67,70.0,-36.33,SKIP,10
2026-03-13,CR,death_st,32.92,75.0,-42.08,SKIP,11
2026-03-13,ACA,death_st,31.59,75.0,-43.41,SKIP,12
2026-03-13,MAS,death,31.47,70.0,-38.53,SKIP,13
2026-03-13,WCC,death_st,31.23,75.0,-43.77,SKIP,14
2026-03-13,CAG,death_st,31.2,75.0,-43.8,SKIP,15
2026-03-13,AMDG,death,30.97,70.0,-39.03,SKIP,16
2026-03-13,UPS,death_st,30.81,75.0,-44.19,SKIP,17
2026-03-13,NRG,death_st,30.44,75.0,-44.56,SKIP,18
2026-03-13,DXCM,death_st,29.81,75.0,-45.19,SKIP,19
2026-03-13,AAL,death,29.17,70.0,-40.83,SKIP,20
2026-03-13,SHW,death,29.15,70.0,-40.85,SKIP,21
2026-03-13,PHM,death_st,28.99,75.0,-46.01,SKIP,22
2026-03-13,LITP,death_st,28.91,75.0,-46.09,SKIP,23
2026-03-13,PPG,death_st,28.49,75.0,-46.51,SKIP,24
2026-03-13,TX,death_st,28.44,75.0,-46.56,SKIP,25
2026-03-13,WH,death_st,28.26,75.0,-46.74,SKIP,26
2026-03-13,NVDX,death,28.25,70.0,-41.75,SKIP,27
2026-03-13,CLF,death,27.61,70.0,-42.39,SKIP,28
2026-03-13,METD,golden_st,27.56,75.0,-47.44,SKIP,29
2026-03-13,JXN,death_st,25.93,75.0,-49.07,SKIP,30
2026-03-13,VIPS,death,25.57,70.0,-44.43,SKIP,31
2026-03-13,VNT,death_st,25.53,75.0,-49.47,SKIP,32
2026-03-13,MTB,death_st,25.36,75.0,-49.64,SKIP,33
2026-03-13,NDAQ,death,25.35,70.0,-44.65,SKIP,34
2026-03-13,RLI,golden_st,24.39,75.0,-50.61,SKIP,35
2026-03-13,AER,death_st,24.18,75.0,-50.82,SKIP,36
2026-03-13,GIL,death_st,24.07,75.0,-50.93,SKIP,37
2026-03-13,AMCR,death_st,23.32,75.0,-51.68,SKIP,38
2026-03-13,TMF,death_st,22.89,75.0,-52.11,SKIP,39
2026-03-13,AOS,death_st,22.79,75.0,-52.21,SKIP,40
2026-03-13,FER,death_st,22.44,75.0,-52.56,SKIP,41
2026-03-13,FTXR,death_st,21.98,75.0,-53.02,SKIP,42
2026-03-13,AES,death_st,20.75,75.0,-54.25,SKIP,43
2026-03-13,ARKQ,death_st,20.38,75.0,-54.62,SKIP,44
2026-03-13,MDLZ,death_st,19.61,75.0,-55.39,SKIP,45
2026-03-13,RWM,golden_st,18.15,75.0,-56.85,SKIP,46
2026-03-13,RSPT,death_st,18.0,75.0,-57.0,SKIP,47
2026-03-13,EUAD,death_st,17.99,75.0,-57.01,SKIP,48
2026-03-13,FESM,death_st,17.2,75.0,-57.8,SKIP,49
2026-03-13,UDR,death_st,17.15,75.0,-57.85,SKIP,50
2026-03-13,MORT,death,17.07,70.0,-52.93,SKIP,51
2026-03-13,UBSI,death_st,17.01,75.0,-57.99,SKIP,52
2026-03-13,EWP,death_st,16.9,75.0,-58.1,SKIP,53
2026-03-13,VBK,death_st,16.9,75.0,-58.1,SKIP,54
2026-03-13,BNS,death_st,16.89,75.0,-58.11,SKIP,55
2026-03-13,CGNG,death_st,16.88,75.0,-58.12,SKIP,56
2026-03-13,EPOL,death_st,16.84,75.0,-58.16,SKIP,57
2026-03-13,IMTM,death_st,16.75,75.0,-58.25,SKIP,58
2026-03-13,UL,death_st,16.63,75.0,-58.37,SKIP,59
2026-03-13,PGHY,death,15.8,70.0,-54.2,SKIP,60
2026-03-13,BIV,death_st,15.66,75.0,-59.34,SKIP,61
2026-03-13,WCMI,death_st,15.65,75.0,-59.35,SKIP,62
2026-03-13,HYDB,death,15.51,70.0,-54.49,SKIP,63
2026-03-13,EWN,death_st,15.47,75.0,-59.53,SKIP,64
2026-03-13,VFH,death,15.47,70.0,-54.53,SKIP,65
2026-03-13,EG,death_st,15.44,75.0,-59.56,SKIP,66
2026-03-13,VNQI,death_st,15.41,75.0,-59.59,SKIP,67
2026-03-13,IMCG,death_st,15.36,75.0,-59.64,SKIP,68
2026-03-13,FNCL,death,15.18,70.0,-54.82,SKIP,69
2026-03-13,BKAG,death_st,15.04,75.0,-59.96,SKIP,70
2026-03-13,HYEM,death_st,15.01,75.0,-59.99,SKIP,71
2026-03-13,SCIO,death_st,14.97,75.0,-60.03,SKIP,72
2026-03-13,SPLB,death,14.68,70.0,-55.32,SKIP,73
2026-03-13,UITB,death_st,14.63,75.0,-60.37,SKIP,74
2026-03-13,JPLD,death_st,14.61,75.0,-60.39,SKIP,75
2026-03-13,DFCF,death_st,14.47,75.0,-60.53,SKIP,76
2026-03-13,JCPB,death_st,14.47,75.0,-60.53,SKIP,77
2026-03-13,CGCB,death_st,14.43,75.0,-60.57,SKIP,78
2026-03-13,USTB,death_st,14.43,75.0,-60.57,SKIP,79
2026-03-13,AGG,death_st,14.38,75.0,-60.62,SKIP,80
