symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
RY,death_st,0,1.3,227.6,166.55,166.61,152.23,False,False,161.26,False,True,0.0,success
UL,death_st,0,3.8,140.7,68.55,68.68,68.21,False,False,64.05,False,True,0.0,success
SYK,death_st,0,2.1,129.0,364.12,365.24,369.19,False,False,336.77,False,True,0.0,success
BNS,death_st,0,2.0,86.2,73.21,73.46,66.55,False,False,68.75,False,True,0.0,success
UPS,death_st,0,6.6,83.1,107.2,107.52,102.89,False,False,97.21,False,True,0.0,success
MDLZ,death_st,0,10.9,69.7,58.02,58.12,60.07,False,False,54.89,False,True,0.0,success
AFL,death_st,0,2.4,56.6,111.5,111.55,109.41,False,False,108.71,False,True,0.0,success
FER,death_st,0,1.3,46.3,68.44,68.49,61.52,False,False,63.21,False,True,0.0,success
NRG,death_st,0,3.0,32.3,161.28,161.32,152.86,False,False,152.87,False,True,0.0,success
MTB,death_st,0,1.3,29.5,213.96,214.83,202.21,False,False,196.26,False,True,0.0,success
DXCM,death_st,0,4.7,25.1,69.59,69.74,71.33,False,False,64.24,False,True,0.0,success
PHM,death_st,0,1.8,23.1,129.6,129.81,124.16,False,False,119.19,False,True,0.0,success
PPG,death_st,0,2.3,22.5,113.73,114.19,110.64,False,False,101.89,False,True,0.0,success
AER,death_st,0,1.7,21.7,142.91,143.28,130.37,False,False,133.04,False,True,0.0,success
AMCR,death_st,0,6.0,18.6,44.95,45.07,44.71,False,False,40.57,False,True,0.0,success
EG,death_st,0,0.4,13.0,330.79,331.04,335.66,False,False,320.36,False,True,0.0,success
WCC,death_st,0,0.7,12.5,279.33,279.67,244.31,False,False,256.11,False,True,0.0,success
UDR,death_st,0,4.2,11.8,37.08,37.08,37.91,False,False,35.41,False,True,0.0,success
GIL,death_st,0,1.6,11.0,65.28,65.57,59.44,False,False,58.66,False,True,0.0,success
CR,death_st,0,0.5,10.3,193.34,194.49,186.81,False,False,171.22,False,True,0.0,success
AES,death_st,0,15.4,10.1,14.91,14.94,14.01,False,False,14.19,False,True,0.0,success
SPXC,death_st,0,0.4,10.1,217.28,217.72,198.33,False,False,199.45,False,True,0.0,success
AOS,death_st,0,1.4,9.2,72.81,73.02,70.79,False,False,66.84,False,True,0.0,success
AUR,death_st,0,18.4,8.3,4.48,4.48,5.06,False,False,4.08,False,True,0.0,success
FRHC,golden_st,0,0.1,8.2,127.3,127.28,138.82,False,False,131.99,True,False,0.0,success
CAG,death_st,0,13.8,7.7,18.2,18.23,19.43,False,False,16.41,False,True,0.0,success
TX,death_st,0,0.2,7.5,41.11,41.21,37.27,False,False,37.73,False,True,0.0,success
JXN,death_st,0,0.7,7.4,110.72,111.0,102.43,False,False,104.69,False,True,0.0,success
PRIM,death_st,0,0.8,7.1,144.31,144.71,123.52,False,False,133.5,False,True,0.0,success
RHP,death_st,0,0.5,5.8,97.0,97.07,96.54,False,False,89.87,False,True,0.0,success
RLI,golden_st,0,0.8,5.7,61.37,61.35,65.07,False,False,61.83,True,False,0.0,success
