symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
PBR.A,golden_cross,0,8.1,85.8,,11.76,11.73,13.41
TDG,golden_cross,0,0.3,80.1,,1361.94,1361.65,1435.96
DELL,death_cross,0,6.5,76.5,,126.79,127.08,115.93
ARES,death_cross,0,2.2,34.3,,164.45,164.76,149.69
HUM,death_cross,0,1.1,32.1,,264.94,264.94,263.63
WRB,death_cross,0,2.7,25.5,,70.32,70.39,66.88
PBA,golden_cross,0,1.3,23.5,,38.37,38.34,40.61
BALL,golden_cross,0,2.4,15.4,,52.79,52.67,57.21
SUZ,golden_cross,0,2.3,12.2,,9.38,9.38,9.79
PNW,golden_cross,0,1.2,11.0,,89.96,89.93,92.94
BCPC,golden_cross,0,0.2,5.4,,158.48,158.42,166.65
CLOI,golden_cross,0,0.3,,,52.89,52.89,53.02
PEY,golden_cross,0,0.3,,,20.88,20.88,21.41
VDC,golden_cross,0,0.2,,,216.41,216.36,225.25
FTSL,death_cross,0,0.3,,,45.92,45.92,45.72
SPHD,golden_cross,0,0.8,,,48.53,48.5,49.59
