event_date,ticker,cross_type,probability,look_threshold_pct,look_margin_pct,recommendation,rank
2026-01-26,DELL,death,28.31,70.0,-41.69,SKIP,1
2026-01-26,ARES,death,23.87,70.0,-46.13,SKIP,2
2026-01-26,HUM,death,20.19,70.0,-49.81,SKIP,3
2026-01-26,BCPC,golden,18.24,70.0,-51.76,SKIP,4
2026-01-26,BALL,golden,17.79,70.0,-52.21,SKIP,5
2026-01-26,WRB,death,17.59,70.0,-52.41,SKIP,6
2026-01-26,PBR.A,golden,16.2,70.0,-53.8,SKIP,7
2026-01-26,FTSL,death,14.56,70.0,-55.44,SKIP,8
2026-01-26,SUZ,golden,13.12,70.0,-56.88,SKIP,9
2026-01-26,TDG,golden,12.97,70.0,-57.03,SKIP,10
2026-01-26,PBA,golden,8.75,70.0,-61.25,SKIP,11
2026-01-26,PEY,golden,7.89,70.0,-62.11,SKIP,12
2026-01-26,PNW,golden,6.51,70.0,-63.49,SKIP,13
2026-01-26,CLOI,golden,5.56,70.0,-64.44,SKIP,14
2026-01-26,VDC,golden,4.83,70.0,-65.17,SKIP,15
2026-01-26,SPHD,golden,4.57,70.0,-65.43,SKIP,16
