symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
C,golden_st,0,9.2,225.3,134.19,134.09,122.54,138.14
SONY,golden,0,5.2,144.3,23.93,22.96,22.93,24.96
SYK,death_st,0,2.3,119.7,326.66,327.12,336.23,307.99
RCL,death_st,4,1.9,71.0,287.68,293.28,288.19,265.55
HSY,death_st,1,1.4,35.7,180.86,181.3,186.6,175.06
IR,death,0,3.8,29.1,79.67,80.53,80.66,75.4
BG,golden_st,0,1.5,23.6,115.24,115.18,111.71,120.12
INVH,death_st,0,3.8,17.1,29.59,29.62,28.92,28.45
PHYS,golden,3,4.5,15.8,33.52,32.92,32.86,33.88
ELS,death_st,1,1.4,12.2,64.31,64.45,63.87,62.61
SGHC,golden_st,0,2.3,7.0,13.67,13.67,12.48,14.17
EIDO,golden_st,0,1.1,,12.7,12.68,14.53,13.22
GLD,golden,4,10.6,,405.54,398.85,398.02,410.22
IAU,golden,4,5.5,,83.13,81.75,81.55,84.1
